"
Código do Município","
Município",Mês/ano,Estoque,Admissões,Desligamentos,Saldos,Variação Relativa (%)
230010,Abaiara,01/2020,149,0,0,0,
230010,Abaiara,02/2020,151,3,1,2,1.34
230010,Abaiara,03/2020,151,1,1,0,0
230010,Abaiara,04/2020,151,0,0,0,0
230010,Abaiara,05/2020,154,4,1,3,1.99
230010,Abaiara,06/2020,154,0,0,0,0
230010,Abaiara,07/2020,153,0,1,-1,-0.65
230010,Abaiara,08/2020,150,0,3,-3,-1.96
230010,Abaiara,09/2020,147,0,3,-3,-2
230010,Abaiara,10/2020,148,1,0,1,0.68
230010,Abaiara,11/2020,144,0,4,-4,-2.7
230010,Abaiara,12/2020,144,1,1,0,0
230010,Abaiara,01/2021,144,0,0,0,0
230010,Abaiara,02/2021,147,5,2,3,2.08
230010,Abaiara,03/2021,147,2,2,0,0
230010,Abaiara,04/2021,149,2,0,2,1.36
230010,Abaiara,05/2021,147,0,2,-2,-1.34
230010,Abaiara,06/2021,150,5,2,3,2.04
230010,Abaiara,07/2021,151,1,0,1,0.67
230010,Abaiara,08/2021,152,2,1,1,0.66
230010,Abaiara,09/2021,155,3,0,3,1.97
230010,Abaiara,10/2021,157,3,1,2,1.29
230010,Abaiara,11/2021,158,1,0,1,0.64
230010,Abaiara,12/2021,159,3,2,1,0.63
230010,Abaiara,01/2022,158,0,1,-1,-0.63
230010,Abaiara,02/2022,162,6,2,4,2.53
230010,Abaiara,03/2022,165,4,1,3,1.85
230010,Abaiara,04/2022,164,3,4,-1,-0.61
230010,Abaiara,05/2022,178,16,2,14,8.54
230010,Abaiara,06/2022,179,6,5,1,0.56
230010,Abaiara,07/2022,187,13,5,8,4.47
230010,Abaiara,08/2022,208,23,2,21,11.23
230010,Abaiara,09/2022,232,28,4,24,11.54
230010,Abaiara,10/2022,274,44,2,42,18.1
230010,Abaiara,11/2022,378,106,2,104,37.96
230010,Abaiara,12/2022,453,80,5,75,19.84
230010,Abaiara,01/2023,502,57,8,49,10.82
230010,Abaiara,02/2023,778,290,14,276,54.98
230010,Abaiara,03/2023,1010,268,36,232,29.82
230010,Abaiara,04/2023,1174,199,35,164,16.24
230010,Abaiara,05/2023,1363,220,31,189,16.1
230010,Abaiara,06/2023,1673,364,54,310,22.74
230010,Abaiara,07/2023,1662,232,243,-11,-0.66
230010,Abaiara,08/2023,1462,158,358,-200,-12.03
230010,Abaiara,09/2023,1391,77,148,-71,-4.86
230010,Abaiara,10/2023,1288,84,187,-103,-7.4
230010,Abaiara,11/2023,1119,64,233,-169,-13.12
230010,Abaiara,12/2023,796,4,327,-323,-28.87
230010,Abaiara,01/2024,499,6,303,-297,-37.31
230010,Abaiara,02/2024,379,1,121,-120,-24.05
230010,Abaiara,03/2024,338,21,62,-41,-10.82
230010,Abaiara,04/2024,303,33,68,-35,-10.36
230010,Abaiara,05/2024,258,28,73,-45,-14.85
230010,Abaiara,06/2024,223,11,46,-35,-13.57
230010,Abaiara,07/2024,107,7,123,-116,-52.02
230010,Abaiara,08/2024,97,6,16,-10,-9.35
230010,Abaiara,09/2024,102,6,1,5,5.15
230010,Abaiara,10/2024,99,2,5,-3,-2.94
230010,Abaiara,11/2024,99,3,3,0,0
230010,Abaiara,12/2024,102,7,4,3,3.03
230010,Abaiara,01/2025,106,5,1,4,3.92
230010,Abaiara,02/2025,119,21,8,13,12.26
230010,Abaiara,03/2025,122,8,5,3,2.52
230010,Abaiara,04/2025,126,5,1,4,3.28
230010,Abaiara,05/2025,128,5,3,2,1.59
230010,Abaiara,06/2025,122,1,7,-6,-4.69
230010,Abaiara,07/2025,116,3,9,-6,-4.92
230010,Abaiara,08/2025,128,13,1,12,10.34
230010,Abaiara,09/2025,125,1,4,-3,-2.34
230010,Abaiara,10/2025,125,4,4,0,0
230010,Abaiara,11/2025,124,3,4,-1,-0.8
230010,Abaiara,12/2025,122,2,4,-2,-1.61
230010,Abaiara,01/2026,111,5,16,-11,-9.02
230010,Abaiara,02/2026,116,11,6,5,4.5
230010,Abaiara,03/2026,116,4,4,0,0
230010,Abaiara,04/2026,116,2,2,0,0
230015,Acarape,01/2020,1221,15,27,-12,
230015,Acarape,02/2020,1198,21,44,-23,-1.88
230015,Acarape,03/2020,1108,18,108,-90,-7.51
230015,Acarape,04/2020,1094,5,19,-14,-1.26
230015,Acarape,05/2020,1052,4,46,-42,-3.84
230015,Acarape,06/2020,907,7,152,-145,-13.78
230015,Acarape,07/2020,868,23,62,-39,-4.3
230015,Acarape,08/2020,861,15,22,-7,-0.81
230015,Acarape,09/2020,873,26,14,12,1.39
230015,Acarape,10/2020,887,31,17,14,1.6
230015,Acarape,11/2020,903,28,12,16,1.8
230015,Acarape,12/2020,905,18,16,2,0.22
230015,Acarape,01/2021,782,16,139,-123,-13.59
230015,Acarape,02/2021,769,18,31,-13,-1.66
230015,Acarape,03/2021,787,39,21,18,2.34
230015,Acarape,04/2021,779,16,24,-8,-1.02
230015,Acarape,05/2021,775,20,24,-4,-0.51
230015,Acarape,06/2021,794,39,20,19,2.45
230015,Acarape,07/2021,800,21,15,6,0.76
230015,Acarape,08/2021,805,20,15,5,0.63
230015,Acarape,09/2021,843,55,17,38,4.72
230015,Acarape,10/2021,894,67,16,51,6.05
230015,Acarape,11/2021,905,38,27,11,1.23
230015,Acarape,12/2021,908,18,15,3,0.33
230015,Acarape,01/2022,936,64,36,28,3.08
230015,Acarape,02/2022,917,12,31,-19,-2.03
230015,Acarape,03/2022,915,34,36,-2,-0.22
230015,Acarape,04/2022,926,37,26,11,1.2
230015,Acarape,05/2022,908,21,39,-18,-1.94
230015,Acarape,06/2022,919,34,23,11,1.21
230015,Acarape,07/2022,943,47,23,24,2.61
230015,Acarape,08/2022,962,46,27,19,2.01
230015,Acarape,09/2022,967,17,12,5,0.52
230015,Acarape,10/2022,942,23,48,-25,-2.59
230015,Acarape,11/2022,935,15,22,-7,-0.74
230015,Acarape,12/2022,947,22,10,12,1.28
230015,Acarape,01/2023,930,18,35,-17,-1.8
230015,Acarape,02/2023,960,45,15,30,3.23
230015,Acarape,03/2023,934,27,53,-26,-2.71
230015,Acarape,04/2023,926,25,33,-8,-0.86
230015,Acarape,05/2023,928,31,29,2,0.22
230015,Acarape,06/2023,890,28,66,-38,-4.09
230015,Acarape,07/2023,885,20,25,-5,-0.56
230015,Acarape,08/2023,875,32,42,-10,-1.13
230015,Acarape,09/2023,884,30,21,9,1.03
230015,Acarape,10/2023,918,61,27,34,3.85
230015,Acarape,11/2023,908,16,26,-10,-1.09
230015,Acarape,12/2023,943,39,4,35,3.85
230015,Acarape,01/2024,955,43,31,12,1.27
230015,Acarape,02/2024,943,26,38,-12,-1.26
230015,Acarape,03/2024,937,34,40,-6,-0.64
230015,Acarape,04/2024,945,34,26,8,0.85
230015,Acarape,05/2024,976,44,13,31,3.28
230015,Acarape,06/2024,991,45,30,15,1.54
230015,Acarape,07/2024,989,33,35,-2,-0.2
230015,Acarape,08/2024,976,18,31,-13,-1.31
230015,Acarape,09/2024,974,22,24,-2,-0.2
230015,Acarape,10/2024,966,22,30,-8,-0.82
230015,Acarape,11/2024,965,14,15,-1,-0.1
230015,Acarape,12/2024,975,29,19,10,1.04
230015,Acarape,01/2025,971,26,30,-4,-0.41
230015,Acarape,02/2025,960,36,47,-11,-1.13
230015,Acarape,03/2025,961,42,41,1,0.1
230015,Acarape,04/2025,985,49,25,24,2.5
230015,Acarape,05/2025,975,21,31,-10,-1.02
230015,Acarape,06/2025,983,36,28,8,0.82
230015,Acarape,07/2025,995,38,26,12,1.22
230015,Acarape,08/2025,990,26,31,-5,-0.5
230015,Acarape,09/2025,1029,66,27,39,3.94
230015,Acarape,10/2025,1016,32,45,-13,-1.26
230015,Acarape,11/2025,1023,38,31,7,0.69
230015,Acarape,12/2025,1025,18,16,2,0.2
230015,Acarape,01/2026,1037,44,32,12,1.17
230015,Acarape,02/2026,1004,18,51,-33,-3.18
230015,Acarape,03/2026,998,37,43,-6,-0.6
230015,Acarape,04/2026,993,22,27,-5,-0.5
230020,Acarau,01/2020,2370,83,54,29,
230020,Acarau,02/2020,2415,74,29,45,1.9
230020,Acarau,03/2020,2408,39,46,-7,-0.29
230020,Acarau,04/2020,2379,15,44,-29,-1.2
230020,Acarau,05/2020,2337,19,61,-42,-1.77
230020,Acarau,06/2020,2303,9,43,-34,-1.45
230020,Acarau,07/2020,2313,37,27,10,0.43
230020,Acarau,08/2020,2329,62,46,16,0.69
230020,Acarau,09/2020,2333,47,43,4,0.17
230020,Acarau,10/2020,2343,61,51,10,0.43
230020,Acarau,11/2020,2384,80,39,41,1.75
230020,Acarau,12/2020,2369,28,43,-15,-0.63
230020,Acarau,01/2021,2345,63,87,-24,-1.01
230020,Acarau,02/2021,2384,100,61,39,1.66
230020,Acarau,03/2021,2393,63,54,9,0.38
230020,Acarau,04/2021,2412,51,32,19,0.79
230020,Acarau,05/2021,2531,171,52,119,4.93
230020,Acarau,06/2021,2559,78,50,28,1.11
230020,Acarau,07/2021,2623,104,40,64,2.5
230020,Acarau,08/2021,2679,123,67,56,2.13
230020,Acarau,09/2021,2705,121,95,26,0.97
230020,Acarau,10/2021,2904,242,43,199,7.36
230020,Acarau,11/2021,2982,169,91,78,2.69
230020,Acarau,12/2021,2911,98,169,-71,-2.38
230020,Acarau,01/2022,2975,138,74,64,2.2
230020,Acarau,02/2022,3028,131,78,53,1.78
230020,Acarau,03/2022,3055,102,75,27,0.89
230020,Acarau,04/2022,3048,46,53,-7,-0.23
230020,Acarau,05/2022,3046,70,72,-2,-0.07
230020,Acarau,06/2022,3083,93,56,37,1.21
230020,Acarau,07/2022,3118,122,87,35,1.14
230020,Acarau,08/2022,3066,79,131,-52,-1.67
230020,Acarau,09/2022,3082,89,73,16,0.52
230020,Acarau,10/2022,3090,105,97,8,0.26
230020,Acarau,11/2022,3122,82,50,32,1.04
230020,Acarau,12/2022,3098,46,70,-24,-0.77
230020,Acarau,01/2023,3090,83,91,-8,-0.26
230020,Acarau,02/2023,3111,97,76,21,0.68
230020,Acarau,03/2023,3100,74,85,-11,-0.35
230020,Acarau,04/2023,3113,55,42,13,0.42
230020,Acarau,05/2023,3158,125,80,45,1.45
230020,Acarau,06/2023,3183,96,71,25,0.79
230020,Acarau,07/2023,3233,127,77,50,1.57
230020,Acarau,08/2023,3245,96,84,12,0.37
230020,Acarau,09/2023,3214,94,125,-31,-0.96
230020,Acarau,10/2023,3223,100,91,9,0.28
230020,Acarau,11/2023,3212,65,76,-11,-0.34
230020,Acarau,12/2023,3185,55,82,-27,-0.84
230020,Acarau,01/2024,3215,155,125,30,0.94
230020,Acarau,02/2024,3231,83,67,16,0.5
230020,Acarau,03/2024,3232,103,102,1,0.03
230020,Acarau,04/2024,3320,177,89,88,2.72
230020,Acarau,05/2024,3320,83,83,0,0
230020,Acarau,06/2024,3344,106,82,24,0.72
230020,Acarau,07/2024,3301,95,138,-43,-1.29
230020,Acarau,08/2024,3301,66,66,0,0
230020,Acarau,09/2024,3342,118,77,41,1.24
230020,Acarau,10/2024,3355,92,79,13,0.39
230020,Acarau,11/2024,3362,63,56,7,0.21
230020,Acarau,12/2024,3355,65,72,-7,-0.21
230020,Acarau,01/2025,3321,103,137,-34,-1.01
230020,Acarau,02/2025,3329,110,102,8,0.24
230020,Acarau,03/2025,3328,121,122,-1,-0.03
230020,Acarau,04/2025,3340,113,101,12,0.36
230020,Acarau,05/2025,3356,108,92,16,0.48
230020,Acarau,06/2025,3378,138,116,22,0.66
230020,Acarau,07/2025,3410,119,87,32,0.95
230020,Acarau,08/2025,3469,144,85,59,1.73
230020,Acarau,09/2025,3481,114,102,12,0.35
230020,Acarau,10/2025,3517,177,141,36,1.03
230020,Acarau,11/2025,3522,104,99,5,0.14
230020,Acarau,12/2025,3515,63,70,-7,-0.2
230020,Acarau,01/2026,3549,187,153,34,0.97
230020,Acarau,02/2026,3638,184,95,89,2.51
230020,Acarau,03/2026,3617,102,123,-21,-0.58
230020,Acarau,04/2026,3676,165,106,59,1.63
230030,Acopiara,01/2020,1077,25,29,-4,
230030,Acopiara,02/2020,1088,31,20,11,1.02
230030,Acopiara,03/2020,1092,22,18,4,0.37
230030,Acopiara,04/2020,1067,4,29,-25,-2.29
230030,Acopiara,05/2020,1056,9,20,-11,-1.03
230030,Acopiara,06/2020,1045,4,15,-11,-1.04
230030,Acopiara,07/2020,1055,27,17,10,0.96
230030,Acopiara,08/2020,1059,20,16,4,0.38
230030,Acopiara,09/2020,1074,28,13,15,1.42
230030,Acopiara,10/2020,1075,19,18,1,0.09
230030,Acopiara,11/2020,1083,21,13,8,0.74
230030,Acopiara,12/2020,1083,12,12,0,0
230030,Acopiara,01/2021,1095,26,14,12,1.11
230030,Acopiara,02/2021,1100,31,26,5,0.46
230030,Acopiara,03/2021,1109,27,18,9,0.82
230030,Acopiara,04/2021,1118,24,15,9,0.81
230030,Acopiara,05/2021,1102,16,32,-16,-1.43
230030,Acopiara,06/2021,1096,23,29,-6,-0.54
230030,Acopiara,07/2021,1072,10,34,-24,-2.19
230030,Acopiara,08/2021,1085,28,15,13,1.21
230030,Acopiara,09/2021,1091,25,19,6,0.55
230030,Acopiara,10/2021,1099,17,9,8,0.73
230030,Acopiara,11/2021,1120,42,21,21,1.91
230030,Acopiara,12/2021,1101,11,30,-19,-1.7
230030,Acopiara,01/2022,1115,33,19,14,1.27
230030,Acopiara,02/2022,1189,99,25,74,6.64
230030,Acopiara,03/2022,1194,31,26,5,0.42
230030,Acopiara,04/2022,1198,26,22,4,0.34
230030,Acopiara,05/2022,1208,29,19,10,0.83
230030,Acopiara,06/2022,1202,17,23,-6,-0.5
230030,Acopiara,07/2022,1198,25,29,-4,-0.33
230030,Acopiara,08/2022,1227,51,22,29,2.42
230030,Acopiara,09/2022,1243,36,20,16,1.3
230030,Acopiara,10/2022,1253,38,28,10,0.8
230030,Acopiara,11/2022,1272,41,22,19,1.52
230030,Acopiara,12/2022,1275,26,23,3,0.24
230030,Acopiara,01/2023,1301,51,25,26,2.04
230030,Acopiara,02/2023,1329,57,29,28,2.15
230030,Acopiara,03/2023,1320,40,49,-9,-0.68
230030,Acopiara,04/2023,1332,36,24,12,0.91
230030,Acopiara,05/2023,1335,39,36,3,0.23
230030,Acopiara,06/2023,1366,61,30,31,2.32
230030,Acopiara,07/2023,1367,27,26,1,0.07
230030,Acopiara,08/2023,1380,32,19,13,0.95
230030,Acopiara,09/2023,1369,16,27,-11,-0.8
230030,Acopiara,10/2023,1359,24,34,-10,-0.73
230030,Acopiara,11/2023,1382,50,27,23,1.69
230030,Acopiara,12/2023,1388,35,29,6,0.43
230030,Acopiara,01/2024,1395,55,48,7,0.5
230030,Acopiara,02/2024,1402,35,28,7,0.5
230030,Acopiara,03/2024,1425,53,30,23,1.64
230030,Acopiara,04/2024,1423,49,51,-2,-0.14
230030,Acopiara,05/2024,1447,57,33,24,1.69
230030,Acopiara,06/2024,1459,42,30,12,0.83
230030,Acopiara,07/2024,1474,35,20,15,1.03
230030,Acopiara,08/2024,1481,52,45,7,0.47
230030,Acopiara,09/2024,1479,27,29,-2,-0.14
230030,Acopiara,10/2024,1475,46,50,-4,-0.27
230030,Acopiara,11/2024,1483,45,37,8,0.54
230030,Acopiara,12/2024,1462,26,47,-21,-1.42
230030,Acopiara,01/2025,1445,43,60,-17,-1.16
230030,Acopiara,02/2025,1444,42,43,-1,-0.07
230030,Acopiara,03/2025,1430,29,43,-14,-0.97
230030,Acopiara,04/2025,1409,32,53,-21,-1.47
230030,Acopiara,05/2025,1411,37,35,2,0.14
230030,Acopiara,06/2025,1411,37,37,0,0
230030,Acopiara,07/2025,1409,36,38,-2,-0.14
230030,Acopiara,08/2025,1405,35,39,-4,-0.28
230030,Acopiara,09/2025,1424,46,27,19,1.35
230030,Acopiara,10/2025,1438,48,34,14,0.98
230030,Acopiara,11/2025,1431,22,29,-7,-0.49
230030,Acopiara,12/2025,1433,29,27,2,0.14
230030,Acopiara,01/2026,1483,85,35,50,3.49
230030,Acopiara,02/2026,1499,40,24,16,1.08
230030,Acopiara,03/2026,1497,33,35,-2,-0.13
230030,Acopiara,04/2026,1507,42,32,10,0.67
230040,Aiuaba,01/2020,68,3,1,2,
230040,Aiuaba,02/2020,63,2,7,-5,-7.35
230040,Aiuaba,03/2020,62,0,1,-1,-1.59
230040,Aiuaba,04/2020,61,0,1,-1,-1.61
230040,Aiuaba,05/2020,61,0,0,0,0
230040,Aiuaba,06/2020,62,1,0,1,1.64
230040,Aiuaba,07/2020,62,0,0,0,0
230040,Aiuaba,08/2020,60,0,2,-2,-3.23
230040,Aiuaba,09/2020,60,1,1,0,0
230040,Aiuaba,10/2020,60,1,1,0,0
230040,Aiuaba,11/2020,63,3,0,3,5
230040,Aiuaba,12/2020,63,0,0,0,0
230040,Aiuaba,01/2021,62,0,1,-1,-1.59
230040,Aiuaba,02/2021,63,2,1,1,1.61
230040,Aiuaba,03/2021,66,4,1,3,4.76
230040,Aiuaba,04/2021,66,1,1,0,0
230040,Aiuaba,05/2021,67,2,1,1,1.52
230040,Aiuaba,06/2021,67,1,1,0,0
230040,Aiuaba,07/2021,76,10,1,9,13.43
230040,Aiuaba,08/2021,82,8,2,6,7.89
230040,Aiuaba,09/2021,79,0,3,-3,-3.66
230040,Aiuaba,10/2021,80,1,0,1,1.27
230040,Aiuaba,11/2021,83,4,1,3,3.75
230040,Aiuaba,12/2021,88,6,1,5,6.02
230040,Aiuaba,01/2022,82,0,6,-6,-6.82
230040,Aiuaba,02/2022,79,0,3,-3,-3.66
230040,Aiuaba,03/2022,80,2,1,1,1.27
230040,Aiuaba,04/2022,76,0,4,-4,-5
230040,Aiuaba,05/2022,79,4,1,3,3.95
230040,Aiuaba,06/2022,78,2,3,-1,-1.27
230040,Aiuaba,07/2022,71,1,8,-7,-8.97
230040,Aiuaba,08/2022,71,1,1,0,0
230040,Aiuaba,09/2022,72,3,2,1,1.41
230040,Aiuaba,10/2022,71,0,1,-1,-1.39
230040,Aiuaba,11/2022,74,4,1,3,4.23
230040,Aiuaba,12/2022,73,1,2,-1,-1.35
230040,Aiuaba,01/2023,74,2,1,1,1.37
230040,Aiuaba,02/2023,74,1,1,0,0
230040,Aiuaba,03/2023,75,1,0,1,1.35
230040,Aiuaba,04/2023,74,1,2,-1,-1.33
230040,Aiuaba,05/2023,71,1,4,-3,-4.05
230040,Aiuaba,06/2023,78,7,0,7,9.86
230040,Aiuaba,07/2023,77,0,1,-1,-1.28
230040,Aiuaba,08/2023,78,1,0,1,1.3
230040,Aiuaba,09/2023,82,5,1,4,5.13
230040,Aiuaba,10/2023,82,1,1,0,0
230040,Aiuaba,11/2023,80,0,2,-2,-2.44
230040,Aiuaba,12/2023,81,2,1,1,1.25
230040,Aiuaba,01/2024,81,2,2,0,0
230040,Aiuaba,02/2024,76,2,7,-5,-6.17
230040,Aiuaba,03/2024,77,2,1,1,1.32
230040,Aiuaba,04/2024,84,9,2,7,9.09
230040,Aiuaba,05/2024,85,2,1,1,1.19
230040,Aiuaba,06/2024,81,0,4,-4,-4.71
230040,Aiuaba,07/2024,79,2,4,-2,-2.47
230040,Aiuaba,08/2024,84,6,1,5,6.33
230040,Aiuaba,09/2024,84,0,0,0,0
230040,Aiuaba,10/2024,81,0,3,-3,-3.57
230040,Aiuaba,11/2024,79,0,2,-2,-2.47
230040,Aiuaba,12/2024,79,1,1,0,0
230040,Aiuaba,01/2025,80,5,4,1,1.27
230040,Aiuaba,02/2025,76,2,6,-4,-5
230040,Aiuaba,03/2025,79,4,1,3,3.95
230040,Aiuaba,04/2025,80,2,1,1,1.27
230040,Aiuaba,05/2025,79,1,2,-1,-1.25
230040,Aiuaba,06/2025,78,1,2,-1,-1.27
230040,Aiuaba,07/2025,104,28,2,26,33.33
230040,Aiuaba,08/2025,102,2,4,-2,-1.92
230040,Aiuaba,09/2025,109,8,1,7,6.86
230040,Aiuaba,10/2025,110,5,4,1,0.92
230040,Aiuaba,11/2025,111,3,2,1,0.91
230040,Aiuaba,12/2025,106,1,6,-5,-4.5
230040,Aiuaba,01/2026,106,4,4,0,0
230040,Aiuaba,02/2026,106,4,4,0,0
230040,Aiuaba,03/2026,106,4,4,0,0
230040,Aiuaba,04/2026,106,4,4,0,0
230050,Alcantaras,01/2020,82,5,0,5,
230050,Alcantaras,02/2020,87,8,3,5,6.1
230050,Alcantaras,03/2020,76,6,17,-11,-12.64
230050,Alcantaras,04/2020,75,0,1,-1,-1.32
230050,Alcantaras,05/2020,75,0,0,0,0
230050,Alcantaras,06/2020,77,2,0,2,2.67
230050,Alcantaras,07/2020,77,0,0,0,0
230050,Alcantaras,08/2020,76,0,1,-1,-1.3
230050,Alcantaras,09/2020,76,1,1,0,0
230050,Alcantaras,10/2020,76,0,0,0,0
230050,Alcantaras,11/2020,76,2,2,0,0
230050,Alcantaras,12/2020,74,0,2,-2,-2.63
230050,Alcantaras,01/2021,72,1,3,-2,-2.7
230050,Alcantaras,02/2021,72,3,3,0,0
230050,Alcantaras,03/2021,73,1,0,1,1.39
230050,Alcantaras,04/2021,75,2,0,2,2.74
230050,Alcantaras,05/2021,83,10,2,8,10.67
230050,Alcantaras,06/2021,84,3,2,1,1.2
230050,Alcantaras,07/2021,82,0,2,-2,-2.38
230050,Alcantaras,08/2021,80,2,4,-2,-2.44
230050,Alcantaras,09/2021,79,5,6,-1,-1.25
230050,Alcantaras,10/2021,82,4,1,3,3.8
230050,Alcantaras,11/2021,82,4,4,0,0
230050,Alcantaras,12/2021,76,1,7,-6,-7.32
230050,Alcantaras,01/2022,75,4,5,-1,-1.32
230050,Alcantaras,02/2022,85,14,4,10,13.33
230050,Alcantaras,03/2022,92,8,1,7,8.24
230050,Alcantaras,04/2022,93,5,4,1,1.09
230050,Alcantaras,05/2022,87,2,8,-6,-6.45
230050,Alcantaras,06/2022,85,5,7,-2,-2.3
230050,Alcantaras,07/2022,84,0,1,-1,-1.18
230050,Alcantaras,08/2022,88,7,3,4,4.76
230050,Alcantaras,09/2022,87,1,2,-1,-1.14
230050,Alcantaras,10/2022,88,3,2,1,1.15
230050,Alcantaras,11/2022,90,5,3,2,2.27
230050,Alcantaras,12/2022,89,1,2,-1,-1.11
230050,Alcantaras,01/2023,91,3,1,2,2.25
230050,Alcantaras,02/2023,96,6,1,5,5.49
230050,Alcantaras,03/2023,96,2,2,0,0
230050,Alcantaras,04/2023,95,2,3,-1,-1.04
230050,Alcantaras,05/2023,95,2,2,0,0
230050,Alcantaras,06/2023,107,12,0,12,12.63
230050,Alcantaras,07/2023,107,2,2,0,0
230050,Alcantaras,08/2023,104,1,4,-3,-2.8
230050,Alcantaras,09/2023,113,14,5,9,8.65
230050,Alcantaras,10/2023,113,1,1,0,0
230050,Alcantaras,11/2023,111,1,3,-2,-1.77
230050,Alcantaras,12/2023,107,6,10,-4,-3.6
230050,Alcantaras,01/2024,108,4,3,1,0.93
230050,Alcantaras,02/2024,102,3,9,-6,-5.56
230050,Alcantaras,03/2024,98,2,6,-4,-3.92
230050,Alcantaras,04/2024,103,7,2,5,5.1
230050,Alcantaras,05/2024,108,9,4,5,4.85
230050,Alcantaras,06/2024,102,2,8,-6,-5.56
230050,Alcantaras,07/2024,104,6,4,2,1.96
230050,Alcantaras,08/2024,105,5,4,1,0.96
230050,Alcantaras,09/2024,105,3,3,0,0
230050,Alcantaras,10/2024,102,3,6,-3,-2.86
230050,Alcantaras,11/2024,106,7,3,4,3.92
230050,Alcantaras,12/2024,105,0,1,-1,-0.94
230050,Alcantaras,01/2025,105,4,4,0,0
230050,Alcantaras,02/2025,111,11,5,6,5.71
230050,Alcantaras,03/2025,116,8,3,5,4.5
230050,Alcantaras,04/2025,114,3,5,-2,-1.72
230050,Alcantaras,05/2025,114,4,4,0,0
230050,Alcantaras,06/2025,118,4,0,4,3.51
230050,Alcantaras,07/2025,123,7,2,5,4.24
230050,Alcantaras,08/2025,122,1,2,-1,-0.81
230050,Alcantaras,09/2025,125,7,4,3,2.46
230050,Alcantaras,10/2025,132,9,2,7,5.6
230050,Alcantaras,11/2025,127,2,7,-5,-3.79
230050,Alcantaras,12/2025,130,6,3,3,2.36
230050,Alcantaras,01/2026,126,3,7,-4,-3.08
230050,Alcantaras,02/2026,126,4,4,0,0
230050,Alcantaras,03/2026,127,7,6,1,0.79
230050,Alcantaras,04/2026,122,0,5,-5,-3.94
230060,Altaneira,01/2020,,0,0,0,
230060,Altaneira,02/2020,,1,0,1,-2.44
230060,Altaneira,03/2020,,0,0,0,0
230060,Altaneira,04/2020,,1,0,1,-2.5
230060,Altaneira,05/2020,,0,1,-1,2.56
230060,Altaneira,06/2020,,0,1,-1,2.5
230060,Altaneira,07/2020,,1,0,1,-2.44
230060,Altaneira,08/2020,,0,1,-1,2.5
230060,Altaneira,09/2020,,0,1,-1,2.44
230060,Altaneira,10/2020,,1,0,1,-2.38
230060,Altaneira,11/2020,,0,1,-1,2.44
230060,Altaneira,12/2020,,4,0,4,-9.52
230060,Altaneira,01/2021,,0,3,-3,7.89
230060,Altaneira,02/2021,,1,2,-1,2.44
230060,Altaneira,03/2021,,5,2,3,-7.14
230060,Altaneira,04/2021,,1,1,0,0
230060,Altaneira,05/2021,,0,1,-1,2.56
230060,Altaneira,06/2021,,9,1,8,-20
230060,Altaneira,07/2021,,3,2,1,-3.13
230060,Altaneira,08/2021,,3,1,2,-6.45
230060,Altaneira,09/2021,,4,2,2,-6.9
230060,Altaneira,10/2021,,15,6,9,-33.33
230060,Altaneira,11/2021,,1,5,-4,22.22
230060,Altaneira,12/2021,,1,4,-3,13.64
230060,Altaneira,01/2022,,2,3,-1,4
230060,Altaneira,02/2022,,1,4,-3,11.54
230060,Altaneira,03/2022,,1,2,-1,3.45
230060,Altaneira,04/2022,,7,1,6,-20
230060,Altaneira,05/2022,,15,1,14,-58.33
230060,Altaneira,06/2022,,0,1,-1,10
230060,Altaneira,07/2022,,1,0,1,-9.09
230060,Altaneira,08/2022,,3,3,0,0
230060,Altaneira,09/2022,40,57,7,50,-500
230060,Altaneira,10/2022,43,4,1,3,7.5
230060,Altaneira,11/2022,45,4,2,2,4.65
230060,Altaneira,12/2022,47,3,1,2,4.44
230060,Altaneira,01/2023,47,1,1,0,0
230060,Altaneira,02/2023,48,5,4,1,2.13
230060,Altaneira,03/2023,48,1,1,0,0
230060,Altaneira,04/2023,48,1,1,0,0
230060,Altaneira,05/2023,46,0,2,-2,-4.17
230060,Altaneira,06/2023,46,0,0,0,0
230060,Altaneira,07/2023,49,3,0,3,6.52
230060,Altaneira,08/2023,47,1,3,-2,-4.08
230060,Altaneira,09/2023,52,7,2,5,10.64
230060,Altaneira,10/2023,53,3,2,1,1.92
230060,Altaneira,11/2023,54,1,0,1,1.89
230060,Altaneira,12/2023,53,2,3,-1,-1.85
230060,Altaneira,01/2024,53,0,0,0,0
230060,Altaneira,02/2024,53,1,1,0,0
230060,Altaneira,03/2024,51,3,5,-2,-3.77
230060,Altaneira,04/2024,56,7,2,5,9.8
230060,Altaneira,05/2024,59,3,0,3,5.36
230060,Altaneira,06/2024,56,0,3,-3,-5.08
230060,Altaneira,07/2024,56,2,2,0,0
230060,Altaneira,08/2024,55,2,3,-1,-1.79
230060,Altaneira,09/2024,55,1,1,0,0
230060,Altaneira,10/2024,55,1,1,0,0
230060,Altaneira,11/2024,51,1,5,-4,-7.27
230060,Altaneira,12/2024,50,1,2,-1,-1.96
230060,Altaneira,01/2025,51,2,1,1,2
230060,Altaneira,02/2025,50,0,1,-1,-1.96
230060,Altaneira,03/2025,48,2,4,-2,-4
230060,Altaneira,04/2025,52,6,2,4,8.33
230060,Altaneira,05/2025,52,1,1,0,0
230060,Altaneira,06/2025,56,5,1,4,7.69
