"
Código do Município","
Município",Mês/ano,Estoque,Admissões,Desligamentos,Saldos,Variação Relativa (%)
230435,Forquilha,11/2025,1297,30,41,-11,-0.84
230435,Forquilha,12/2025,1276,25,46,-21,-1.62
230435,Forquilha,01/2026,1285,45,36,9,0.71
230435,Forquilha,02/2026,1288,48,45,3,0.23
230435,Forquilha,03/2026,1300,47,35,12,0.93
230435,Forquilha,04/2026,1300,42,42,0,0
230440,Fortaleza,01/2020,577949,21628,20774,854,
230440,Fortaleza,02/2020,581539,22087,18497,3590,0.62
230440,Fortaleza,03/2020,577790,19784,23533,-3749,-0.64
230440,Fortaleza,04/2020,558688,7520,26622,-19102,-3.31
230440,Fortaleza,05/2020,551556,8901,16033,-7132,-1.28
230440,Fortaleza,06/2020,549091,11690,14155,-2465,-0.45
230440,Fortaleza,07/2020,549663,14459,13887,572,0.1
230440,Fortaleza,08/2020,553786,18291,14168,4123,0.75
230440,Fortaleza,09/2020,558197,19941,15530,4411,0.8
230440,Fortaleza,10/2020,565100,24041,17138,6903,1.24
230440,Fortaleza,11/2020,571652,22469,15917,6552,1.16
230440,Fortaleza,12/2020,572090,18112,17674,438,0.08
230440,Fortaleza,01/2021,573711,22218,20597,1621,0.28
230440,Fortaleza,02/2021,578704,24756,19763,4993,0.87
230440,Fortaleza,03/2021,575246,19046,22504,-3458,-0.6
230440,Fortaleza,04/2021,575147,17533,17632,-99,-0.02
230440,Fortaleza,05/2021,576720,18865,17292,1573,0.27
230440,Fortaleza,06/2021,580582,22037,18175,3862,0.67
230440,Fortaleza,07/2021,585715,23882,18749,5133,0.88
230440,Fortaleza,08/2021,592801,26599,19513,7086,1.21
230440,Fortaleza,09/2021,598312,25956,20445,5511,0.93
230440,Fortaleza,10/2021,601419,24557,21450,3107,0.52
230440,Fortaleza,11/2021,608307,25848,18960,6888,1.15
230440,Fortaleza,12/2021,609214,19357,18450,907,0.15
230440,Fortaleza,01/2022,607837,23691,25068,-1377,-0.23
230440,Fortaleza,02/2022,613083,26116,20870,5246,0.86
230440,Fortaleza,03/2022,616044,26182,23221,2961,0.48
230440,Fortaleza,04/2022,619413,23757,20388,3369,0.55
230440,Fortaleza,05/2022,623356,26428,22485,3943,0.64
230440,Fortaleza,06/2022,628819,26613,21150,5463,0.88
230440,Fortaleza,07/2022,633767,27400,22452,4948,0.79
230440,Fortaleza,08/2022,635603,26318,24482,1836,0.29
230440,Fortaleza,09/2022,641434,27930,22099,5831,0.92
230440,Fortaleza,10/2022,643974,24579,22039,2540,0.4
230440,Fortaleza,11/2022,649356,26229,20847,5382,0.84
230440,Fortaleza,12/2022,647353,18718,20721,-2003,-0.31
230440,Fortaleza,01/2023,646563,27349,28139,-790,-0.12
230440,Fortaleza,02/2023,648161,23916,22318,1598,0.25
230440,Fortaleza,03/2023,651150,27462,24473,2989,0.46
230440,Fortaleza,04/2023,654483,26291,22958,3333,0.51
230440,Fortaleza,05/2023,656606,26856,24733,2123,0.32
230440,Fortaleza,06/2023,660218,27060,23448,3612,0.55
230440,Fortaleza,07/2023,662886,26799,24131,2668,0.4
230440,Fortaleza,08/2023,667926,30500,25460,5040,0.76
230440,Fortaleza,09/2023,671976,27614,23564,4050,0.61
230440,Fortaleza,10/2023,675113,27262,24125,3137,0.47
230440,Fortaleza,11/2023,676873,25756,23996,1760,0.26
230440,Fortaleza,12/2023,675097,20756,22532,-1776,-0.26
230440,Fortaleza,01/2024,677420,28971,26648,2323,0.34
230440,Fortaleza,02/2024,680531,27370,24259,3111,0.46
230440,Fortaleza,03/2024,683978,28060,24613,3447,0.51
230440,Fortaleza,04/2024,687492,28635,25121,3514,0.51
230440,Fortaleza,05/2024,692223,30544,25813,4731,0.69
230440,Fortaleza,06/2024,695149,29366,26440,2926,0.42
230440,Fortaleza,07/2024,695175,30490,30464,26,0
230440,Fortaleza,08/2024,698339,31484,28320,3164,0.46
230440,Fortaleza,09/2024,704176,31309,25472,5837,0.84
230440,Fortaleza,10/2024,704256,29108,29028,80,0.01
230440,Fortaleza,11/2024,706163,27630,25723,1907,0.27
230440,Fortaleza,12/2024,703331,21443,24275,-2832,-0.4
230440,Fortaleza,01/2025,704937,31438,29832,1606,0.23
230440,Fortaleza,02/2025,709253,34060,29744,4316,0.61
230440,Fortaleza,03/2025,706230,26727,29750,-3023,-0.43
230440,Fortaleza,04/2025,710946,32023,27307,4716,0.67
230440,Fortaleza,05/2025,714254,31151,27843,3308,0.47
230440,Fortaleza,06/2025,717502,30626,27378,3248,0.45
230440,Fortaleza,07/2025,719821,31767,29448,2319,0.32
230440,Fortaleza,08/2025,721696,32161,30286,1875,0.26
230440,Fortaleza,09/2025,725033,33566,30229,3337,0.46
230440,Fortaleza,10/2025,726727,32972,31278,1694,0.23
230440,Fortaleza,11/2025,729112,27971,25586,2385,0.33
230440,Fortaleza,12/2025,722076,20735,27771,-7036,-0.97
230440,Fortaleza,01/2026,723002,30660,29734,926,0.13
230440,Fortaleza,02/2026,725512,29725,27215,2510,0.35
230440,Fortaleza,03/2026,728898,33456,30070,3386,0.47
230440,Fortaleza,04/2026,731255,30719,28362,2357,0.32
230445,Fortim,01/2020,846,9,52,-43,
230445,Fortim,02/2020,832,17,31,-14,-1.65
230445,Fortim,03/2020,820,20,32,-12,-1.44
230445,Fortim,04/2020,803,4,21,-17,-2.07
230445,Fortim,05/2020,790,3,16,-13,-1.62
230445,Fortim,06/2020,785,8,13,-5,-0.63
230445,Fortim,07/2020,794,15,6,9,1.15
230445,Fortim,08/2020,799,16,11,5,0.63
230445,Fortim,09/2020,794,11,16,-5,-0.63
230445,Fortim,10/2020,796,27,25,2,0.25
230445,Fortim,11/2020,841,60,15,45,5.65
230445,Fortim,12/2020,861,30,10,20,2.38
230445,Fortim,01/2021,869,21,13,8,0.93
230445,Fortim,02/2021,893,46,22,24,2.76
230445,Fortim,03/2021,904,37,26,11,1.23
230445,Fortim,04/2021,926,42,20,22,2.43
230445,Fortim,05/2021,944,38,20,18,1.94
230445,Fortim,06/2021,967,42,19,23,2.44
230445,Fortim,07/2021,1009,76,34,42,4.34
230445,Fortim,08/2021,1017,42,34,8,0.79
230445,Fortim,09/2021,1044,60,33,27,2.65
230445,Fortim,10/2021,1139,122,27,95,9.1
230445,Fortim,11/2021,1188,65,16,49,4.3
230445,Fortim,12/2021,1207,69,50,19,1.6
230445,Fortim,01/2022,1176,55,86,-31,-2.57
230445,Fortim,02/2022,1214,64,26,38,3.23
230445,Fortim,03/2022,1252,75,37,38,3.13
230445,Fortim,04/2022,1265,50,37,13,1.04
230445,Fortim,05/2022,1277,53,41,12,0.95
230445,Fortim,06/2022,1286,61,52,9,0.7
230445,Fortim,07/2022,1326,75,35,40,3.11
230445,Fortim,08/2022,1316,54,64,-10,-0.75
230445,Fortim,09/2022,1360,88,44,44,3.34
230445,Fortim,10/2022,1403,97,54,43,3.16
230445,Fortim,11/2022,1451,104,56,48,3.42
230445,Fortim,12/2022,1467,56,40,16,1.1
230445,Fortim,01/2023,1489,77,55,22,1.5
230445,Fortim,02/2023,1508,89,70,19,1.28
230445,Fortim,03/2023,1502,57,63,-6,-0.4
230445,Fortim,04/2023,1547,83,38,45,3
230445,Fortim,05/2023,1543,43,47,-4,-0.26
230445,Fortim,06/2023,1542,67,68,-1,-0.06
230445,Fortim,07/2023,1577,100,65,35,2.27
230445,Fortim,08/2023,1615,97,59,38,2.41
230445,Fortim,09/2023,1650,72,37,35,2.17
230445,Fortim,10/2023,1656,67,61,6,0.36
230445,Fortim,11/2023,1719,117,54,63,3.8
230445,Fortim,12/2023,1762,75,32,43,2.5
230445,Fortim,01/2024,1736,52,78,-26,-1.48
230445,Fortim,02/2024,1740,58,54,4,0.23
230445,Fortim,03/2024,1763,82,59,23,1.32
230445,Fortim,04/2024,1819,124,68,56,3.18
230445,Fortim,05/2024,1811,79,87,-8,-0.44
230445,Fortim,06/2024,1755,54,110,-56,-3.09
230445,Fortim,07/2024,1717,74,112,-38,-2.17
230445,Fortim,08/2024,1688,49,78,-29,-1.69
230445,Fortim,09/2024,1662,48,74,-26,-1.54
230445,Fortim,10/2024,1618,65,109,-44,-2.65
230445,Fortim,11/2024,1612,47,53,-6,-0.37
230445,Fortim,12/2024,1553,34,93,-59,-3.66
230445,Fortim,01/2025,1458,40,135,-95,-6.12
230445,Fortim,02/2025,1435,40,63,-23,-1.58
230445,Fortim,03/2025,1416,48,67,-19,-1.32
230445,Fortim,04/2025,1404,39,51,-12,-0.85
230445,Fortim,05/2025,1388,32,48,-16,-1.14
230445,Fortim,06/2025,1371,30,47,-17,-1.22
230445,Fortim,07/2025,1395,75,51,24,1.75
230445,Fortim,08/2025,1393,51,53,-2,-0.14
230445,Fortim,09/2025,1406,51,38,13,0.93
230445,Fortim,10/2025,1436,66,36,30,2.13
230445,Fortim,11/2025,1448,50,38,12,0.84
230445,Fortim,12/2025,1458,37,27,10,0.69
230445,Fortim,01/2026,1448,41,51,-10,-0.69
230445,Fortim,02/2026,1447,49,50,-1,-0.07
230445,Fortim,03/2026,1476,76,47,29,2
230445,Fortim,04/2026,1559,124,41,83,5.62
230450,Frecheirinha,01/2020,2113,40,44,-4,
230450,Frecheirinha,02/2020,2140,49,22,27,1.28
230450,Frecheirinha,03/2020,2142,32,30,2,0.09
230450,Frecheirinha,04/2020,1896,6,252,-246,-11.48
230450,Frecheirinha,05/2020,1780,1,117,-116,-6.12
230450,Frecheirinha,06/2020,1778,6,8,-2,-0.11
230450,Frecheirinha,07/2020,1845,77,10,67,3.77
230450,Frecheirinha,08/2020,1928,105,22,83,4.5
230450,Frecheirinha,09/2020,2036,133,25,108,5.6
230450,Frecheirinha,10/2020,2284,293,45,248,12.18
230450,Frecheirinha,11/2020,2328,94,50,44,1.93
230450,Frecheirinha,12/2020,2320,46,54,-8,-0.34
230450,Frecheirinha,01/2021,2440,156,36,120,5.17
230450,Frecheirinha,02/2021,2543,149,46,103,4.22
230450,Frecheirinha,03/2021,2582,96,57,39,1.53
230450,Frecheirinha,04/2021,2636,101,47,54,2.09
230450,Frecheirinha,05/2021,2664,75,47,28,1.06
230450,Frecheirinha,06/2021,2656,62,70,-8,-0.3
230450,Frecheirinha,07/2021,2680,95,71,24,0.9
230450,Frecheirinha,08/2021,2697,88,71,17,0.63
230450,Frecheirinha,09/2021,2706,86,77,9,0.33
230450,Frecheirinha,10/2021,2692,65,79,-14,-0.52
230450,Frecheirinha,11/2021,2706,91,77,14,0.52
230450,Frecheirinha,12/2021,2685,26,47,-21,-0.78
230450,Frecheirinha,01/2022,2667,36,54,-18,-0.67
230450,Frecheirinha,02/2022,2650,62,79,-17,-0.64
230450,Frecheirinha,03/2022,2665,90,75,15,0.57
230450,Frecheirinha,04/2022,2723,98,40,58,2.18
230450,Frecheirinha,05/2022,2745,80,58,22,0.81
230450,Frecheirinha,06/2022,2802,117,60,57,2.08
230450,Frecheirinha,07/2022,2827,96,71,25,0.89
230450,Frecheirinha,08/2022,2809,65,83,-18,-0.64
230450,Frecheirinha,09/2022,2804,61,66,-5,-0.18
