Código do Município,Município,Mês/ano,Estoque_mar,Estoque_abri,Estoque_diff,Admissões_mar,Admissões_abri,Admissões_diff,Desligamentos_mar,Desligamentos_abri,Desligamentos_diff,Saldos_mar,Saldos_abri,Saldos_diff
230730,Juazeiro do Norte,01/2024,48962,47716,-1246,1881,1915,34,1680,1696,16,201,219,18
230730,Juazeiro do Norte,01/2025,52287,51075,-1212,2022,2057,35,2042,2075,33,-20,-18,2
230730,Juazeiro do Norte,01/2026,56410,55202,-1208,2466,2492,26,2258,2277,19,208,215,7
230730,Juazeiro do Norte,02/2020,39021,39542,521,1193,1390,197,827,1035,208,366,355,-11
230730,Juazeiro do Norte,02/2021,40025,39536,-489,1447,1598,151,981,1129,148,466,469,3
230730,Juazeiro do Norte,02/2022,45366,44258,-1108,1623,1658,35,1229,1278,49,394,380,-14
230730,Juazeiro do Norte,02/2023,46734,45541,-1193,1691,1710,19,1300,1336,36,391,374,-17
230730,Juazeiro do Norte,02/2024,49375,48123,-1252,1944,1951,7,1531,1544,13,413,407,-6
230730,Juazeiro do Norte,02/2025,52872,51647,-1225,2532,2548,16,1947,1976,29,585,572,-13
230730,Juazeiro do Norte,02/2026,56818,55622,-1196,2448,2476,28,2040,2056,16,408,420,12
230730,Juazeiro do Norte,03/2020,39043,39255,212,989,1083,94,967,1370,403,22,-287,-309
230730,Juazeiro do Norte,03/2021,40010,39406,-604,1386,1476,90,1401,1606,205,-15,-130,-115
230730,Juazeiro do Norte,03/2022,44717,43578,-1139,1318,1352,34,1967,2032,65,-649,-680,-31
230730,Juazeiro do Norte,03/2023,46712,45519,-1193,1538,1555,17,1560,1577,17,-22,-22,0
230730,Juazeiro do Norte,03/2024,49524,48275,-1249,1672,1689,17,1523,1537,14,149,152,3
230730,Juazeiro do Norte,03/2025,52725,51508,-1217,1807,1826,19,1954,1965,11,-147,-139,8
230730,Juazeiro do Norte,03/2026,57792,56607,-1185,3109,3128,19,2135,2143,8,974,985,11
230730,Juazeiro do Norte,04/2020,38200,38265,65,673,694,21,1516,1684,168,-843,-990,-147
230730,Juazeiro do Norte,04/2021,40231,39543,-688,1200,1268,68,979,1131,152,221,137,-84
230730,Juazeiro do Norte,04/2022,44895,43754,-1141,1482,1503,21,1304,1327,23,178,176,-2
230730,Juazeiro do Norte,04/2023,46859,45650,-1209,1502,1520,18,1355,1389,34,147,131,-16
230730,Juazeiro do Norte,04/2024,49238,47979,-1259,1484,1494,10,1770,1790,20,-286,-296,-10
230730,Juazeiro do Norte,04/2025,52795,51561,-1234,1826,1838,12,1756,1785,29,70,53,-17
230730,Juazeiro do Norte,05/2020,37729,37698,-31,341,350,9,812,917,105,-471,-567,-96
230730,Juazeiro do Norte,05/2021,40753,39998,-755,1399,1471,72,877,1016,139,522,455,-67
230730,Juazeiro do Norte,05/2022,45092,43944,-1148,1592,1618,26,1395,1428,33,197,190,-7
230730,Juazeiro do Norte,05/2023,46996,45780,-1216,1667,1685,18,1530,1555,25,137,130,-7
230730,Juazeiro do Norte,05/2024,49289,48042,-1247,1749,1775,26,1698,1712,14,51,63,12
230730,Juazeiro do Norte,05/2025,53066,51838,-1228,2110,2123,13,1839,1846,7,271,277,6
230730,Juazeiro do Norte,06/2020,37437,37354,-83,497,506,9,789,850,61,-292,-344,-52
230730,Juazeiro do Norte,06/2021,41726,40934,-792,1878,1907,29,905,971,66,973,936,-37
230730,Juazeiro do Norte,06/2022,45389,44241,-1148,1586,1603,17,1289,1306,17,297,297,0
230730,Juazeiro do Norte,06/2023,47302,46080,-1222,1733,1752,19,1427,1452,25,306,300,-6
230730,Juazeiro do Norte,06/2024,49799,48567,-1232,2073,2089,16,1563,1564,1,510,525,15
230730,Juazeiro do Norte,06/2025,53548,52316,-1232,2329,2345,16,1847,1867,20,482,478,-4
230730,Juazeiro do Norte,07/2020,37667,37552,-115,894,924,30,664,726,62,230,198,-32
230730,Juazeiro do Norte,07/2021,42790,41954,-836,2169,2220,51,1105,1200,95,1064,1020,-44
230730,Juazeiro do Norte,07/2022,45615,44461,-1154,1576,1590,14,1350,1370,20,226,220,-6
230730,Juazeiro do Norte,07/2023,47299,46066,-1233,1471,1481,10,1474,1495,21,-3,-14,-11
230730,Juazeiro do Norte,07/2024,50118,48892,-1226,2035,2052,17,1716,1727,11,319,325,6
230730,Juazeiro do Norte,07/2025,53793,52561,-1232,2378,2393,15,2133,2148,15,245,245,0
230730,Juazeiro do Norte,08/2020,37830,37665,-165,882,915,33,719,802,83,163,113,-50
230730,Juazeiro do Norte,08/2021,43691,42856,-835,2476,2543,67,1575,1641,66,901,902,1
230730,Juazeiro do Norte,08/2022,45831,44681,-1150,1572,1587,15,1356,1367,11,216,220,4
230730,Juazeiro do Norte,08/2023,47824,46586,-1238,2003,2011,8,1478,1491,13,525,520,-5
230730,Juazeiro do Norte,08/2024,50858,49646,-1212,2444,2472,28,1704,1718,14,740,754,14
230730,Juazeiro do Norte,08/2025,54475,53288,-1187,2586,2639,53,1904,1912,8,682,727,45
230730,Juazeiro do Norte,09/2020,38072,37848,-224,1075,1141,66,833,958,125,242,183,-59
230730,Juazeiro do Norte,09/2021,44061,43241,-820,1621,1731,110,1251,1346,95,370,385,15
230730,Juazeiro do Norte,09/2022,46237,45079,-1158,1737,1750,13,1331,1352,21,406,398,-8
230730,Juazeiro do Norte,09/2023,48296,47068,-1228,1814,1833,19,1342,1351,9,472,482,10
230730,Juazeiro do Norte,09/2024,51274,50066,-1208,2056,2070,14,1640,1650,10,416,420,4
230730,Juazeiro do Norte,09/2025,54986,53783,-1203,2291,2292,1,1780,1797,17,511,495,-16
230730,Juazeiro do Norte,10/2020,38620,38336,-284,1472,1529,57,924,1041,117,548,488,-60
230730,Juazeiro do Norte,10/2021,44830,43996,-834,1901,1973,72,1132,1218,86,769,755,-14
230730,Juazeiro do Norte,10/2022,46426,45264,-1162,1721,1737,16,1532,1552,20,189,185,-4
230730,Juazeiro do Norte,10/2023,48617,47380,-1237,1684,1701,17,1363,1389,26,321,312,-9
230730,Juazeiro do Norte,10/2024,51454,50243,-1211,1989,1993,4,1809,1816,7,180,177,-3
230730,Juazeiro do Norte,10/2025,55522,54321,-1201,2541,2560,19,2005,2022,17,536,538,2
230730,Juazeiro do Norte,11/2020,39200,38846,-354,1336,1394,58,756,884,128,580,510,-70
230730,Juazeiro do Norte,11/2021,45009,44216,-793,1397,1554,157,1218,1334,116,179,220,41
230730,Juazeiro do Norte,11/2022,46646,45469,-1177,1395,1407,12,1175,1202,27,220,205,-15
230730,Juazeiro do Norte,11/2023,48842,47594,-1248,1603,1607,4,1378,1393,15,225,214,-11
230730,Juazeiro do Norte,11/2024,52055,50841,-1214,2070,2088,18,1469,1490,21,601,598,-3
230730,Juazeiro do Norte,11/2025,56117,54920,-1197,2319,2340,21,1724,1741,17,595,599,4
230730,Juazeiro do Norte,12/2020,39109,38620,-489,974,992,18,1065,1218,153,-91,-226,-135
230730,Juazeiro do Norte,12/2021,45227,44389,-838,1469,1499,30,1251,1326,75,218,173,-45
230730,Juazeiro do Norte,12/2022,46309,45124,-1185,1034,1048,14,1371,1393,22,-337,-345,-8
230730,Juazeiro do Norte,12/2023,48761,47497,-1264,1311,1314,3,1392,1411,19,-81,-97,-16
230730,Juazeiro do Norte,12/2024,52307,51093,-1214,1769,1780,11,1517,1528,11,252,252,0
230730,Juazeiro do Norte,12/2025,56202,54987,-1215,1850,1855,5,1765,1788,23,85,67,-18
230740,Jucas,01/2020,925,739,-186,11,12,1,11,17,6,0,-5,-5
230740,Jucas,01/2021,944,766,-178,11,20,9,10,12,2,1,8,7
230740,Jucas,01/2022,1009,835,-174,29,29,0,20,24,4,9,5,-4
230740,Jucas,01/2023,1095,915,-180,20,21,1,23,26,3,-3,-5,-2
230740,Jucas,01/2024,1125,945,-180,39,39,0,33,33,0,6,6,0
230740,Jucas,01/2025,1203,1029,-174,41,41,0,30,30,0,11,11,0
230740,Jucas,01/2026,1219,1044,-175,40,40,0,44,44,0,-4,-4,0
230740,Jucas,02/2020,945,760,-185,29,31,2,9,10,1,20,21,1
230740,Jucas,02/2021,953,775,-178,25,28,3,16,19,3,9,9,0
230740,Jucas,02/2022,1022,848,-174,32,32,0,19,19,0,13,13,0
230740,Jucas,02/2023,1089,909,-180,20,20,0,26,26,0,-6,-6,0
230740,Jucas,02/2024,1127,947,-180,25,25,0,23,23,0,2,2,0
230740,Jucas,02/2025,1207,1033,-174,38,38,0,34,34,0,4,4,0
230740,Jucas,02/2026,1235,1060,-175,43,43,0,27,27,0,16,16,0
230740,Jucas,03/2020,962,782,-180,25,30,5,8,8,0,17,22,5
230740,Jucas,03/2021,956,775,-181,10,13,3,7,13,6,3,0,-3
230740,Jucas,03/2022,1025,851,-174,20,20,0,17,17,0,3,3,0
230740,Jucas,03/2023,1105,925,-180,28,28,0,12,12,0,16,16,0
230740,Jucas,03/2024,1134,959,-175,30,36,6,23,24,1,7,12,5
230740,Jucas,03/2025,1191,1017,-174,25,25,0,41,41,0,-16,-16,0
230740,Jucas,03/2026,1233,1058,-175,27,27,0,29,29,0,-2,-2,0
230740,Jucas,04/2020,960,778,-182,2,2,0,4,6,2,-2,-4,-2
230740,Jucas,04/2021,960,783,-177,10,19,9,6,11,5,4,8,4
230740,Jucas,04/2022,1018,843,-175,14,14,0,21,22,1,-7,-8,-1
230740,Jucas,04/2023,1103,923,-180,14,14,0,16,16,0,-2,-2,0
230740,Jucas,04/2024,1149,973,-176,38,38,0,23,24,1,15,14,-1
230740,Jucas,04/2025,1204,1030,-174,40,40,0,27,27,0,13,13,0
230740,Jucas,05/2020,951,762,-189,4,4,0,13,20,7,-9,-16,-7
230740,Jucas,05/2021,959,782,-177,10,10,0,11,11,0,-1,-1,0
230740,Jucas,05/2022,1023,848,-175,25,25,0,20,20,0,5,5,0
230740,Jucas,05/2023,1088,909,-179,25,26,1,40,40,0,-15,-14,1
230740,Jucas,05/2024,1184,1008,-176,58,58,0,23,23,0,35,35,0
230740,Jucas,05/2025,1215,1041,-174,56,57,1,45,46,1,11,11,0
230740,Jucas,06/2020,947,757,-190,3,3,0,7,8,1,-4,-5,-1
230740,Jucas,06/2021,976,800,-176,22,24,2,5,6,1,17,18,1
230740,Jucas,06/2022,1035,859,-176,36,36,0,24,25,1,12,11,-1
230740,Jucas,06/2023,1085,906,-179,13,13,0,16,16,0,-3,-3,0
230740,Jucas,06/2024,1189,1015,-174,30,32,2,25,25,0,5,7,2
230740,Jucas,06/2025,1219,1045,-174,33,33,0,29,29,0,4,4,0
230740,Jucas,07/2020,949,759,-190,7,7,0,5,5,0,2,2,0
230740,Jucas,07/2021,975,801,-174,10,13,3,11,12,1,-1,1,2
230740,Jucas,07/2022,1051,875,-176,29,29,0,13,13,0,16,16,0
230740,Jucas,07/2023,1090,912,-178,18,19,1,13,13,0,5,6,1
230740,Jucas,07/2024,1186,1012,-174,24,24,0,27,27,0,-3,-3,0
230740,Jucas,07/2025,1231,1056,-175,41,41,0,29,30,1,12,11,-1
230740,Jucas,08/2020,950,757,-193,9,9,0,8,11,3,1,-2,-3
230740,Jucas,08/2021,984,812,-172,21,24,3,12,13,1,9,11,2
230740,Jucas,08/2022,1083,907,-176,61,61,0,29,29,0,32,32,0
230740,Jucas,08/2023,1094,915,-179,22,22,0,18,19,1,4,3,-1
230740,Jucas,08/2024,1210,1036,-174,42,42,0,18,18,0,24,24,0
230740,Jucas,08/2025,1224,1049,-175,27,27,0,34,34,0,-7,-7,0
230740,Jucas,09/2020,944,750,-194,3,3,0,9,10,1,-6,-7,-1
230740,Jucas,09/2021,986,816,-170,19,21,2,17,17,0,2,4,2
230740,Jucas,09/2022,1103,926,-177,32,32,0,12,13,1,20,19,-1
230740,Jucas,09/2023,1095,915,-180,22,22,0,21,22,1,1,0,-1
230740,Jucas,09/2024,1208,1034,-174,22,22,0,24,24,0,-2,-2,0
230740,Jucas,09/2025,1217,1042,-175,19,19,0,26,26,0,-7,-7,0
230740,Jucas,10/2020,946,749,-197,13,13,0,11,14,3,2,-1,-3
230740,Jucas,10/2021,979,812,-167,8,12,4,15,16,1,-7,-4,3
230740,Jucas,10/2022,1098,921,-177,48,48,0,53,53,0,-5,-5,0
230740,Jucas,10/2023,1094,914,-180,25,25,0,26,26,0,-1,-1,0
230740,Jucas,10/2024,1191,1017,-174,18,18,0,35,35,0,-17,-17,0
230740,Jucas,10/2025,1223,1050,-173,31,33,2,25,25,0,6,8,2
230740,Jucas,11/2020,949,760,-189,11,21,10,8,10,2,3,11,8
230740,Jucas,11/2021,991,822,-169,18,18,0,6,8,2,12,10,-2
230740,Jucas,11/2022,1106,930,-176,24,25,1,16,16,0,8,9,1
230740,Jucas,11/2023,1110,930,-180,36,36,0,20,20,0,16,16,0
230740,Jucas,11/2024,1194,1020,-174,25,25,0,22,22,0,3,3,0
230740,Jucas,11/2025,1223,1049,-174,33,33,0,33,34,1,0,-1,-1
230740,Jucas,12/2020,943,758,-185,3,10,7,9,12,3,-6,-2,4
230740,Jucas,12/2021,1000,830,-170,22,22,0,13,14,1,9,8,-1
230740,Jucas,12/2022,1098,920,-178,15,15,0,23,25,2,-8,-10,-2
230740,Jucas,12/2023,1119,939,-180,27,27,0,18,18,0,9,9,0
230740,Jucas,12/2024,1192,1018,-174,15,15,0,17,17,0,-2,-2,0
230740,Jucas,12/2025,1223,1048,-175,20,20,0,20,21,1,0,-1,-1
230750,Lavras da Mangabeira,01/2020,404,281,-123,8,8,0,3,4,1,5,4,-1
230750,Lavras da Mangabeira,01/2021,448,318,-130,11,12,1,8,9,1,3,3,0
230750,Lavras da Mangabeira,01/2022,448,370,-78,3,31,28,6,9,3,-3,22,25
230750,Lavras da Mangabeira,01/2023,493,496,3,12,16,4,14,14,0,-2,2,4
230750,Lavras da Mangabeira,01/2024,670,672,2,14,14,0,9,11,2,5,3,-2
230750,Lavras da Mangabeira,01/2025,1024,1043,19,75,78,3,24,24,0,51,54,3
230750,Lavras da Mangabeira,01/2026,2774,2763,-11,50,51,1,47,47,0,3,4,1
230750,Lavras da Mangabeira,02/2020,410,287,-123,12,12,0,6,6,0,6,6,0
230750,Lavras da Mangabeira,02/2021,451,326,-125,7,15,8,4,7,3,3,8,5
230750,Lavras da Mangabeira,02/2022,452,375,-77,10,11,1,6,6,0,4,5,1
230750,Lavras da Mangabeira,02/2023,491,496,5,6,8,2,8,8,0,-2,0,2
230750,Lavras da Mangabeira,02/2024,678,680,2,16,16,0,8,8,0,8,8,0
230750,Lavras da Mangabeira,02/2025,1067,1086,19,63,64,1,20,21,1,43,43,0
230750,Lavras da Mangabeira,02/2026,2497,2486,-11,132,132,0,409,409,0,-277,-277,0
230750,Lavras da Mangabeira,03/2020,415,292,-123,8,8,0,3,3,0,5,5,0
230750,Lavras da Mangabeira,03/2021,461,338,-123,14,16,2,4,4,0,10,12,2
230750,Lavras da Mangabeira,03/2022,469,393,-76,21,22,1,4,4,0,17,18,1
230750,Lavras da Mangabeira,03/2023,488,493,5,3,4,1,6,7,1,-3,-3,0
230750,Lavras da Mangabeira,03/2024,681,690,9,19,28,9,16,18,2,3,10,7
230750,Lavras da Mangabeira,03/2025,1071,1091,20,27,28,1,23,23,0,4,5,1
230750,Lavras da Mangabeira,03/2026,2561,2542,-19,104,104,0,40,48,8,64,56,-8
230750,Lavras da Mangabeira,04/2020,412,289,-123,1,1,0,4,4,0,-3,-3,0
230750,Lavras da Mangabeira,04/2021,462,360,-102,6,28,22,5,6,1,1,22,21
230750,Lavras da Mangabeira,04/2022,479,401,-78,14,14,0,4,6,2,10,8,-2
230750,Lavras da Mangabeira,04/2023,489,494,5,6,6,0,5,5,0,1,1,0
230750,Lavras da Mangabeira,04/2024,686,695,9,12,12,0,7,7,0,5,5,0
230750,Lavras da Mangabeira,04/2025,1100,1125,25,51,56,5,22,22,0,29,34,5
230750,Lavras da Mangabeira,05/2020,430,307,-123,20,20,0,2,2,0,18,18,0
230750,Lavras da Mangabeira,05/2021,466,363,-103,6,6,0,2,3,1,4,3,-1
230750,Lavras da Mangabeira,05/2022,505,427,-78,33,34,1,7,8,1,26,26,0
230750,Lavras da Mangabeira,05/2023,500,500,0,20,20,0,9,14,5,11,6,-5
230750,Lavras da Mangabeira,05/2024,692,703,11,16,18,2,10,10,0,6,8,2
230750,Lavras da Mangabeira,05/2025,1120,1145,25,32,32,0,12,12,0,20,20,0
230750,Lavras da Mangabeira,06/2020,427,304,-123,1,1,0,4,4,0,-3,-3,0
230750,Lavras da Mangabeira,06/2021,466,366,-100,5,9,4,5,6,1,0,3,3
230750,Lavras da Mangabeira,06/2022,497,498,1,7,87,80,15,16,1,-8,71,79
230750,Lavras da Mangabeira,06/2023,515,516,1,19,20,1,4,4,0,15,16,1
230750,Lavras da Mangabeira,06/2024,1067,1081,14,390,393,3,15,15,0,375,378,3
230750,Lavras da Mangabeira,06/2025,1153,1179,26,44,45,1,11,11,0,33,34,1
230750,Lavras da Mangabeira,07/2020,428,304,-124,6,6,0,5,6,1,1,0,-1
230750,Lavras da Mangabeira,07/2021,475,376,-99,12,13,1,3,3,0,9,10,1
230750,Lavras da Mangabeira,07/2022,500,506,6,10,15,5,7,7,0,3,8,5
230750,Lavras da Mangabeira,07/2023,571,572,1,61,61,0,5,5,0,56,56,0
230750,Lavras da Mangabeira,07/2024,1093,1107,14,37,37,0,11,11,0,26,26,0
230750,Lavras da Mangabeira,07/2025,1267,1236,-31,149,155,6,35,98,63,114,57,-57
230750,Lavras da Mangabeira,08/2020,424,301,-123,3,4,1,7,7,0,-4,-3,1
230750,Lavras da Mangabeira,08/2021,462,361,-101,6,6,0,19,21,2,-13,-15,-2
230750,Lavras da Mangabeira,08/2022,504,500,-4,12,17,5,8,23,15,4,-6,-10
230750,Lavras da Mangabeira,08/2023,596,598,2,39,40,1,14,14,0,25,26,1
230750,Lavras da Mangabeira,08/2024,1271,1287,16,201,203,2,23,23,0,178,180,2
230750,Lavras da Mangabeira,08/2025,2037,2009,-28,795,799,4,25,26,1,770,773,3
230750,Lavras da Mangabeira,09/2020,433,306,-127,13,14,1,4,9,5,9,5,-4
230750,Lavras da Mangabeira,09/2021,462,361,-101,5,7,2,5,7,2,0,0,0
230750,Lavras da Mangabeira,09/2022,508,505,-3,8,9,1,4,4,0,4,5,1
230750,Lavras da Mangabeira,09/2023,595,597,2,4,4,0,5,5,0,-1,-1,0
230750,Lavras da Mangabeira,09/2024,1214,1230,16,26,26,0,83,83,0,-57,-57,0
230750,Lavras da Mangabeira,09/2025,2602,2572,-30,605,606,1,40,43,3,565,563,-2
230750,Lavras da Mangabeira,10/2020,439,315,-124,9,12,3,3,3,0,6,9,3
230750,Lavras da Mangabeira,10/2021,454,353,-101,1,2,1,9,10,1,-8,-8,0
230750,Lavras da Mangabeira,10/2022,497,494,-3,0,0,0,11,11,0,-11,-11,0
230750,Lavras da Mangabeira,10/2023,603,605,2,15,17,2,7,9,2,8,8,0
230750,Lavras da Mangabeira,10/2024,1117,1132,15,26,25,-1,123,123,0,-97,-98,-1
230750,Lavras da Mangabeira,10/2025,2689,2670,-19,135,146,11,48,48,0,87,98,11
230750,Lavras da Mangabeira,11/2020,442,314,-128,8,8,0,5,9,4,3,-1,-4
230750,Lavras da Mangabeira,11/2021,456,353,-103,3,3,0,1,3,2,2,0,-2
230750,Lavras da Mangabeira,11/2022,499,499,0,18,21,3,16,16,0,2,5,3
230750,Lavras da Mangabeira,11/2023,633,635,2,36,36,0,6,6,0,30,30,0
230750,Lavras da Mangabeira,11/2024,975,991,16,18,19,1,160,160,0,-142,-141,1
230750,Lavras da Mangabeira,11/2025,2763,2750,-13,122,129,7,48,49,1,74,80,6
230750,Lavras da Mangabeira,12/2020,445,315,-130,4,4,0,1,3,2,3,1,-2
230750,Lavras da Mangabeira,12/2021,451,348,-103,1,1,0,6,6,0,-5,-5,0
230750,Lavras da Mangabeira,12/2022,495,494,-1,6,6,0,10,11,1,-4,-5,-1
230750,Lavras da Mangabeira,12/2023,665,669,4,37,39,2,5,5,0,32,34,2
230750,Lavras da Mangabeira,12/2024,973,989,16,13,13,0,15,15,0,-2,-2,0
230750,Lavras da Mangabeira,12/2025,2771,2759,-12,39,40,1,31,31,0,8,9,1
230760,Limoeiro do Norte,01/2020,6584,6187,-397,224,232,8,240,252,12,-16,-20,-4
230760,Limoeiro do Norte,01/2021,7938,7415,-523,347,380,33,277,313,36,70,67,-3
230760,Limoeiro do Norte,01/2022,8053,7490,-563,317,321,4,342,344,2,-25,-23,2
230760,Limoeiro do Norte,01/2023,8380,7781,-599,273,274,1,366,370,4,-93,-96,-3
230760,Limoeiro do Norte,01/2024,9032,8419,-613,341,345,4,374,382,8,-33,-37,-4
230760,Limoeiro do Norte,01/2025,9717,9087,-630,317,321,4,430,432,2,-113,-111,2
230760,Limoeiro do Norte,01/2026,10019,9417,-602,312,317,5,422,424,2,-110,-107,3
230760,Limoeiro do Norte,02/2020,6450,6063,-387,195,216,21,329,340,11,-134,-124,10
230760,Limoeiro do Norte,02/2021,7806,7278,-528,333,350,17,465,487,22,-132,-137,-5
230760,Limoeiro do Norte,02/2022,7881,7310,-571,358,362,4,530,542,12,-172,-180,-8
230760,Limoeiro do Norte,02/2023,8290,7689,-601,290,294,4,380,386,6,-90,-92,-2
230760,Limoeiro do Norte,02/2024,8877,8263,-614,300,303,3,455,459,4,-155,-156,-1
230760,Limoeiro do Norte,02/2025,9597,8971,-626,341,345,4,461,461,0,-120,-116,4
230760,Limoeiro do Norte,02/2026,10060,9458,-602,495,497,2,454,456,2,41,41,0
230760,Limoeiro do Norte,03/2020,6517,6126,-391,222,243,21,155,180,25,67,63,-4
230760,Limoeiro do Norte,03/2021,7836,7306,-530,347,361,14,317,333,16,30,28,-2
230760,Limoeiro do Norte,03/2022,7777,7200,-577,257,257,0,361,367,6,-104,-110,-6
230760,Limoeiro do Norte,03/2023,8293,7694,-599,290,297,7,287,292,5,3,5,2
230760,Limoeiro do Norte,03/2024,8934,8313,-621,334,334,0,277,284,7,57,50,-7
230760,Limoeiro do Norte,03/2025,9514,8892,-622,308,311,3,391,390,-1,-83,-79,4
230760,Limoeiro do Norte,03/2026,10163,9562,-601,471,475,4,368,371,3,103,104,1
230760,Limoeiro do Norte,04/2020,6480,6072,-408,122,123,1,159,177,18,-37,-54,-17
230760,Limoeiro do Norte,04/2021,7898,7356,-542,246,249,3,184,199,15,62,50,-12
230760,Limoeiro do Norte,04/2022,7880,7308,-572,319,324,5,216,216,0,103,108,5
230760,Limoeiro do Norte,04/2023,8292,7691,-601,218,220,2,219,223,4,-1,-3,-2
230760,Limoeiro do Norte,04/2024,9005,8383,-622,318,320,2,247,250,3,71,70,-1
230760,Limoeiro do Norte,04/2025,9537,8916,-621,298,302,4,275,278,3,23,24,1
230760,Limoeiro do Norte,05/2020,6640,6232,-408,286,291,5,126,131,5,160,160,0
230760,Limoeiro do Norte,05/2021,7859,7319,-540,254,266,12,293,303,10,-39,-37,2
230760,Limoeiro do Norte,05/2022,7917,7340,-577,274,274,0,237,242,5,37,32,-5
230760,Limoeiro do Norte,05/2023,8306,7701,-605,277,277,0,263,267,4,14,10,-4
230760,Limoeiro do Norte,05/2024,9091,8471,-620,352,355,3,266,267,1,86,88,2
230760,Limoeiro do Norte,05/2025,9547,8928,-619,302,303,1,292,291,-1,10,12,2
230760,Limoeiro do Norte,06/2020,6766,6347,-419,267,266,-1,141,151,10,126,115,-11
230760,Limoeiro do Norte,06/2021,7838,7299,-539,391,401,10,412,421,9,-21,-20,1
230760,Limoeiro do Norte,06/2022,8032,7453,-579,350,354,4,235,241,6,115,113,-2
230760,Limoeiro do Norte,06/2023,8379,7773,-606,295,296,1,222,224,2,73,72,-1
230760,Limoeiro do Norte,06/2024,9310,8690,-620,454,454,0,235,235,0,219,219,0
230760,Limoeiro do Norte,06/2025,9606,8993,-613,392,400,8,333,335,2,59,65,6
230760,Limoeiro do Norte,07/2020,6870,6467,-403,273,293,20,169,173,4,104,120,16
230760,Limoeiro do Norte,07/2021,7825,7273,-552,322,324,2,335,350,15,-13,-26,-13
230760,Limoeiro do Norte,07/2022,8085,7500,-585,360,359,-1,307,312,5,53,47,-6
230760,Limoeiro do Norte,07/2023,8491,7883,-608,337,338,1,225,228,3,112,110,-2
230760,Limoeiro do Norte,07/2024,9462,8843,-619,430,431,1,278,278,0,152,153,1
230760,Limoeiro do Norte,07/2025,9760,9151,-609,445,449,4,291,291,0,154,158,4
230760,Limoeiro do Norte,08/2020,7217,6798,-419,505,499,-6,158,168,10,347,331,-16
230760,Limoeiro do Norte,08/2021,7917,7366,-551,458,467,9,366,374,8,92,93,1
230760,Limoeiro do Norte,08/2022,8433,7841,-592,632,627,-5,284,286,2,348,341,-7
230760,Limoeiro do Norte,08/2023,8932,8320,-612,691,689,-2,250,252,2,441,437,-4
230760,Limoeiro do Norte,08/2024,9631,9013,-618,491,491,0,322,321,-1,169,170,1
230760,Limoeiro do Norte,08/2025,10013,9408,-605,554,558,4,301,301,0,253,257,4
230760,Limoeiro do Norte,09/2020,7421,6986,-435,445,443,-2,241,255,14,204,188,-16
230760,Limoeiro do Norte,09/2021,7928,7383,-545,345,357,12,334,340,6,11,17,6
230760,Limoeiro do Norte,09/2022,8519,7922,-597,408,406,-2,322,325,3,86,81,-5
230760,Limoeiro do Norte,09/2023,9071,8453,-618,415,415,0,276,282,6,139,133,-6
230760,Limoeiro do Norte,09/2024,9764,9148,-616,467,468,1,334,333,-1,133,135,2
230760,Limoeiro do Norte,09/2025,10136,9531,-605,471,472,1,348,349,1,123,123,0
230760,Limoeiro do Norte,10/2020,7591,7148,-443,409,415,6,239,253,14,170,162,-8
230760,Limoeiro do Norte,10/2021,7855,7302,-553,275,281,6,348,362,14,-73,-81,-8
230760,Limoeiro do Norte,10/2022,8591,7998,-593,337,344,7,265,268,3,72,76,4
230760,Limoeiro do Norte,10/2023,9093,8476,-617,332,332,0,310,309,-1,22,23,1
230760,Limoeiro do Norte,10/2024,9823,9209,-614,409,412,3,350,351,1,59,61,2
230760,Limoeiro do Norte,10/2025,10154,9549,-605,366,368,2,348,350,2,18,18,0
230760,Limoeiro do Norte,11/2020,7736,7244,-492,367,371,4,222,275,53,145,96,-49
230760,Limoeiro do Norte,11/2021,7912,7351,-561,334,335,1,277,286,9,57,49,-8
230760,Limoeiro do Norte,11/2022,8636,8044,-592,319,322,3,274,276,2,45,46,1
230760,Limoeiro do Norte,11/2023,9084,8465,-619,291,294,3,300,305,5,-9,-11,-2
230760,Limoeiro do Norte,11/2024,9870,9256,-614,314,315,1,267,268,1,47,47,0
230760,Limoeiro do Norte,11/2025,10175,9569,-606,351,353,2,330,333,3,21,20,-1
230760,Limoeiro do Norte,12/2020,7868,7348,-520,378,380,2,246,276,30,132,104,-28
230760,Limoeiro do Norte,12/2021,8078,7513,-565,502,503,1,336,341,5,166,162,-4
230760,Limoeiro do Norte,12/2022,8473,7877,-596,193,194,1,356,361,5,-163,-167,-4
230760,Limoeiro do Norte,12/2023,9065,8456,-609,227,239,12,246,248,2,-19,-9,10
230760,Limoeiro do Norte,12/2024,9830,9198,-632,287,289,2,327,347,20,-40,-58,-18
230760,Limoeiro do Norte,12/2025,10129,9524,-605,367,368,1,413,413,0,-46,-45,1
230763,Madalena,01/2020,413,484,71,5,6,1,6,6,0,-1,0,1
230763,Madalena,01/2021,456,513,57,8,9,1,5,7,2,3,2,-1
230763,Madalena,01/2022,502,534,32,2,3,1,12,12,0,-10,-9,1
230763,Madalena,01/2023,454,490,36,16,16,0,42,43,1,-26,-27,-1
230763,Madalena,01/2024,654,678,24,37,37,0,19,20,1,18,17,-1
230763,Madalena,01/2025,641,657,16,12,14,2,28,28,0,-16,-14,2
