Código do Município,Município,Mês/ano,Estoque_mar,Estoque_abri,Estoque_diff,Admissões_mar,Admissões_abri,Admissões_diff,Desligamentos_mar,Desligamentos_abri,Desligamentos_diff,Saldos_mar,Saldos_abri,Saldos_diff
230430,Farias Brito,09/2022,447,263,-184,6,6,0,8,8,0,-2,-2,0
230430,Farias Brito,09/2023,437,256,-181,8,8,0,5,5,0,3,3,0
230430,Farias Brito,09/2024,442,257,-185,13,13,0,8,8,0,5,5,0
230430,Farias Brito,09/2025,454,269,-185,10,10,0,10,10,0,0,0,0
230430,Farias Brito,10/2020,387,207,-180,8,8,0,2,3,1,6,5,-1
230430,Farias Brito,10/2021,442,262,-180,8,10,2,19,19,0,-11,-9,2
230430,Farias Brito,10/2022,446,262,-184,6,6,0,7,7,0,-1,-1,0
230430,Farias Brito,10/2023,437,255,-182,10,10,0,10,11,1,0,-1,-1
230430,Farias Brito,10/2024,441,256,-185,3,3,0,4,4,0,-1,-1,0
230430,Farias Brito,10/2025,463,278,-185,16,16,0,7,7,0,9,9,0
230430,Farias Brito,11/2020,413,234,-179,38,39,1,12,12,0,26,27,1
230430,Farias Brito,11/2021,437,257,-180,9,9,0,14,14,0,-5,-5,0
230430,Farias Brito,11/2022,448,264,-184,9,9,0,7,7,0,2,2,0
230430,Farias Brito,11/2023,438,256,-182,4,4,0,3,3,0,1,1,0
230430,Farias Brito,11/2024,434,249,-185,6,6,0,13,13,0,-7,-7,0
230430,Farias Brito,11/2025,463,278,-185,10,10,0,10,10,0,0,0,0
230430,Farias Brito,12/2020,413,235,-178,2,4,2,2,3,1,0,1,1
230430,Farias Brito,12/2021,422,242,-180,3,3,0,18,18,0,-15,-15,0
230430,Farias Brito,12/2022,458,274,-184,11,11,0,1,1,0,10,10,0
230430,Farias Brito,12/2023,435,253,-182,6,6,0,9,9,0,-3,-3,0
230430,Farias Brito,12/2024,435,250,-185,4,4,0,3,3,0,1,1,0
230430,Farias Brito,12/2025,475,290,-185,26,26,0,14,14,0,12,12,0
230435,Forquilha,01/2020,1125,986,-139,26,26,0,28,28,0,-2,-2,0
230435,Forquilha,01/2021,1244,1101,-143,35,37,2,38,39,1,-3,-2,1
230435,Forquilha,01/2022,1377,1226,-151,19,20,1,16,22,6,3,-2,-5
230435,Forquilha,01/2023,1312,1155,-157,42,43,1,42,44,2,0,-1,-1
230435,Forquilha,01/2024,1244,1095,-149,34,36,2,48,48,0,-14,-12,2
230435,Forquilha,01/2025,1334,1187,-147,42,42,0,46,46,0,-4,-4,0
230435,Forquilha,01/2026,1428,1285,-143,45,45,0,35,36,1,10,9,-1
230435,Forquilha,02/2020,1116,979,-137,28,30,2,37,37,0,-9,-7,2
230435,Forquilha,02/2021,1273,1127,-146,71,71,0,42,45,3,29,26,-3
230435,Forquilha,02/2022,1363,1212,-151,21,23,2,35,37,2,-14,-14,0
230435,Forquilha,02/2023,1307,1151,-156,39,40,1,44,44,0,-5,-4,1
230435,Forquilha,02/2024,1246,1097,-149,41,41,0,39,39,0,2,2,0
230435,Forquilha,02/2025,1319,1172,-147,34,35,1,49,50,1,-15,-15,0
230435,Forquilha,02/2026,1431,1288,-143,48,48,0,45,45,0,3,3,0
230435,Forquilha,03/2020,1103,967,-136,23,24,1,36,36,0,-13,-12,1
230435,Forquilha,03/2021,1276,1130,-146,49,49,0,46,46,0,3,3,0
230435,Forquilha,03/2022,1359,1206,-153,41,41,0,45,47,2,-4,-6,-2
230435,Forquilha,03/2023,1291,1134,-157,24,24,0,40,41,1,-16,-17,-1
230435,Forquilha,03/2024,1250,1101,-149,36,36,0,32,32,0,4,4,0
230435,Forquilha,03/2025,1306,1162,-144,15,18,3,28,28,0,-13,-10,3
230435,Forquilha,03/2026,1443,1300,-143,47,47,0,35,35,0,12,12,0
230435,Forquilha,04/2020,1095,959,-136,7,7,0,15,15,0,-8,-8,0
230435,Forquilha,04/2021,1285,1139,-146,30,31,1,21,22,1,9,9,0
230435,Forquilha,04/2022,1359,1206,-153,35,35,0,35,35,0,0,0,0
230435,Forquilha,04/2023,1297,1141,-156,39,42,3,33,35,2,6,7,1
230435,Forquilha,04/2024,1251,1102,-149,32,32,0,31,31,0,1,1,0
230435,Forquilha,04/2025,1313,1169,-144,30,30,0,23,23,0,7,7,0
230435,Forquilha,05/2020,1120,982,-138,37,37,0,12,14,2,25,23,-2
230435,Forquilha,05/2021,1288,1141,-147,36,37,1,33,35,2,3,2,-1
230435,Forquilha,05/2022,1349,1196,-153,28,28,0,38,38,0,-10,-10,0
230435,Forquilha,05/2023,1297,1145,-152,35,39,4,35,35,0,0,4,4
230435,Forquilha,05/2024,1252,1103,-149,43,43,0,42,42,0,1,1,0
230435,Forquilha,05/2025,1354,1210,-144,73,73,0,32,32,0,41,41,0
230435,Forquilha,06/2020,1128,987,-141,35,35,0,27,30,3,8,5,-3
230435,Forquilha,06/2021,1310,1163,-147,48,49,1,26,27,1,22,22,0
230435,Forquilha,06/2022,1364,1209,-155,41,41,0,26,28,2,15,13,-2
230435,Forquilha,06/2023,1294,1142,-152,36,36,0,39,39,0,-3,-3,0
230435,Forquilha,06/2024,1262,1114,-148,45,47,2,35,36,1,10,11,1
230435,Forquilha,06/2025,1371,1231,-140,55,60,5,38,39,1,17,21,4
230435,Forquilha,07/2020,1135,993,-142,27,27,0,20,21,1,7,6,-1
230435,Forquilha,07/2021,1337,1191,-146,48,50,2,21,22,1,27,28,1
230435,Forquilha,07/2022,1219,1066,-153,56,58,2,201,201,0,-145,-143,2
230435,Forquilha,07/2023,1293,1141,-152,35,35,0,36,36,0,-1,-1,0
230435,Forquilha,07/2024,1277,1129,-148,48,48,0,33,33,0,15,15,0
230435,Forquilha,07/2025,1411,1271,-140,70,70,0,30,30,0,40,40,0
230435,Forquilha,08/2020,1140,997,-143,31,31,0,26,27,1,5,4,-1
230435,Forquilha,08/2021,1358,1211,-147,49,51,2,28,31,3,21,20,-1
230435,Forquilha,08/2022,1234,1081,-153,52,52,0,37,37,0,15,15,0
230435,Forquilha,08/2023,1286,1135,-151,40,42,2,47,48,1,-7,-6,1
230435,Forquilha,08/2024,1282,1134,-148,41,41,0,36,36,0,5,5,0
230435,Forquilha,08/2025,1417,1278,-139,43,45,2,37,38,1,6,7,1
230435,Forquilha,09/2020,1159,1018,-141,56,58,2,37,37,0,19,21,2
230435,Forquilha,09/2021,1408,1261,-147,81,82,1,31,32,1,50,50,0
230435,Forquilha,09/2022,1261,1108,-153,55,55,0,28,28,0,27,27,0
230435,Forquilha,09/2023,1312,1161,-151,58,58,0,32,32,0,26,26,0
230435,Forquilha,09/2024,1303,1156,-147,51,51,0,30,29,-1,21,22,1
230435,Forquilha,09/2025,1419,1280,-139,39,39,0,37,37,0,2,2,0
230435,Forquilha,10/2020,1221,1080,-141,87,87,0,25,25,0,62,62,0
230435,Forquilha,10/2021,1413,1267,-146,35,36,1,30,30,0,5,6,1
230435,Forquilha,10/2022,1291,1137,-154,60,60,0,30,31,1,30,29,-1
230435,Forquilha,10/2023,1332,1181,-151,52,52,0,32,32,0,20,20,0
230435,Forquilha,10/2024,1305,1158,-147,42,42,0,40,40,0,2,2,0
230435,Forquilha,10/2025,1447,1308,-139,57,57,0,29,29,0,28,28,0
230435,Forquilha,11/2020,1249,1107,-142,51,51,0,23,24,1,28,27,-1
230435,Forquilha,11/2021,1420,1275,-145,36,38,2,29,30,1,7,8,1
230435,Forquilha,11/2022,1330,1176,-154,77,77,0,38,38,0,39,39,0
230435,Forquilha,11/2023,1330,1179,-151,34,34,0,36,36,0,-2,-2,0
230435,Forquilha,11/2024,1328,1181,-147,63,63,0,40,40,0,23,23,0
230435,Forquilha,11/2025,1437,1297,-140,30,30,0,40,41,1,-10,-11,-1
230435,Forquilha,12/2020,1247,1103,-144,34,34,0,36,38,2,-2,-4,-2
230435,Forquilha,12/2021,1374,1228,-146,28,28,0,74,75,1,-46,-47,-1
230435,Forquilha,12/2022,1312,1156,-156,26,25,-1,44,45,1,-18,-20,-2
230435,Forquilha,12/2023,1258,1107,-151,25,25,0,97,97,0,-72,-72,0
230435,Forquilha,12/2024,1338,1191,-147,40,40,0,30,30,0,10,10,0
230435,Forquilha,12/2025,1418,1276,-142,25,25,0,44,46,2,-19,-21,-2
230440,Fortaleza,01/2020,595710,577949,-17761,19010,21628,2618,18615,20774,2159,395,854,459
230440,Fortaleza,01/2021,608929,573711,-35218,20475,22218,1743,17798,20597,2799,2677,1621,-1056
230440,Fortaleza,01/2022,654855,607837,-47018,23159,23691,532,23911,25068,1157,-752,-1377,-625
230440,Fortaleza,01/2023,694498,646563,-47935,26137,27349,1212,27608,28139,531,-1471,-790,681
230440,Fortaleza,01/2024,727584,677420,-50164,27789,28971,1182,25874,26648,774,1915,2323,408
230440,Fortaleza,01/2025,754138,704937,-49201,30292,31438,1146,29466,29832,366,826,1606,780
230440,Fortaleza,01/2026,772252,723002,-49250,28906,30660,1754,29402,29734,332,-496,926,1422
230440,Fortaleza,02/2020,599230,581539,-17691,19634,22087,2453,16114,18497,2383,3520,3590,70
230440,Fortaleza,02/2021,615602,578704,-36898,23491,24756,1265,16818,19763,2945,6673,4993,-1680
230440,Fortaleza,02/2022,660151,613083,-47068,25592,26116,524,20296,20870,574,5296,5246,-50
230440,Fortaleza,02/2023,696214,648161,-48053,23595,23916,321,21879,22318,439,1716,1598,-118
230440,Fortaleza,02/2024,731054,680531,-50523,27190,27370,180,23720,24259,539,3470,3111,-359
230440,Fortaleza,02/2025,758499,709253,-49246,33723,34060,337,29362,29744,382,4361,4316,-45
230440,Fortaleza,02/2026,774512,725512,-49000,29169,29725,556,26909,27215,306,2260,2510,250
230440,Fortaleza,03/2020,598018,577790,-20228,18246,19784,1538,19458,23533,4075,-1212,-3749,-2537
230440,Fortaleza,03/2021,614320,575246,-39074,18143,19046,903,19425,22504,3079,-1282,-3458,-2176
230440,Fortaleza,03/2022,663617,616044,-47573,25588,26182,594,22122,23221,1099,3466,2961,-505
230440,Fortaleza,03/2023,699392,651150,-48242,27199,27462,263,24021,24473,452,3178,2989,-189
230440,Fortaleza,03/2024,734458,683978,-50480,27803,28060,257,24399,24613,214,3404,3447,43
230440,Fortaleza,03/2025,755527,706230,-49297,26451,26727,276,29423,29750,327,-2972,-3023,-51
230440,Fortaleza,03/2026,777939,728898,-49041,33094,33456,362,29667,30070,403,3427,3386,-41
230440,Fortaleza,04/2020,582023,558688,-23335,7194,7520,326,23189,26622,3433,-15995,-19102,-3107
230440,Fortaleza,04/2021,615552,575147,-40405,16534,17533,999,15302,17632,2330,1232,-99,-1331
230440,Fortaleza,04/2022,666845,619413,-47432,23520,23757,237,20292,20388,96,3228,3369,141
230440,Fortaleza,04/2023,702968,654483,-48485,25866,26291,425,22290,22958,668,3576,3333,-243
230440,Fortaleza,04/2024,737961,687492,-50469,28373,28635,262,24870,25121,251,3503,3514,11
230440,Fortaleza,04/2025,760571,710946,-49625,31690,32023,333,26646,27307,661,5044,4716,-328
230440,Fortaleza,05/2020,576328,551556,-24772,8653,8901,248,14348,16033,1685,-5695,-7132,-1437
230440,Fortaleza,05/2021,618099,576720,-41379,18011,18865,854,15464,17292,1828,2547,1573,-974
230440,Fortaleza,05/2022,671446,623356,-48090,26097,26428,331,21496,22485,989,4601,3943,-658
230440,Fortaleza,05/2023,705300,656606,-48694,26632,26856,224,24300,24733,433,2332,2123,-209
230440,Fortaleza,05/2024,742612,692223,-50389,30170,30544,374,25519,25813,294,4651,4731,80
230440,Fortaleza,05/2025,763898,714254,-49644,30818,31151,333,27491,27843,352,3327,3308,-19
230440,Fortaleza,06/2020,574947,549091,-25856,11197,11690,493,12578,14155,1577,-1381,-2465,-1084
230440,Fortaleza,06/2021,622963,580582,-42381,21320,22037,717,16456,18175,1719,4864,3862,-1002
230440,Fortaleza,06/2022,676757,628819,-47938,26264,26613,349,20953,21150,197,5311,5463,152
230440,Fortaleza,06/2023,708889,660218,-48671,26715,27060,345,23126,23448,322,3589,3612,23
230440,Fortaleza,06/2024,745600,695149,-50451,29150,29366,216,26162,26440,278,2988,2926,-62
230440,Fortaleza,06/2025,767462,717502,-49960,30275,30626,351,26711,27378,667,3564,3248,-316
230440,Fortaleza,07/2020,576932,549663,-27269,13923,14459,536,11938,13887,1949,1985,572,-1413
230440,Fortaleza,07/2021,629170,585715,-43455,23055,23882,827,16848,18749,1901,6207,5133,-1074
230440,Fortaleza,07/2022,681772,633767,-48005,26986,27400,414,21971,22452,481,5015,4948,-67
230440,Fortaleza,07/2023,712098,662886,-49212,26491,26799,308,23282,24131,849,3209,2668,-541
230440,Fortaleza,07/2024,745859,695175,-50684,30269,30490,221,30010,30464,454,259,26,-233
230440,Fortaleza,07/2025,769728,719821,-49907,31362,31767,405,29096,29448,352,2266,2319,53
230440,Fortaleza,08/2020,582195,553786,-28409,17731,18291,560,12468,14168,1700,5263,4123,-1140
230440,Fortaleza,08/2021,637050,592801,-44249,25772,26599,827,17892,19513,1621,7880,7086,-794
230440,Fortaleza,08/2022,683511,635603,-47908,26035,26318,283,24296,24482,186,1739,1836,97
230440,Fortaleza,08/2023,717307,667926,-49381,30305,30500,195,25096,25460,364,5209,5040,-169
230440,Fortaleza,08/2024,748072,698339,-49733,30222,31484,1262,28009,28320,311,2213,3164,951
230440,Fortaleza,08/2025,771626,721696,-49930,31832,32161,329,29934,30286,352,1898,1875,-23
230440,Fortaleza,09/2020,587603,558197,-29406,19146,19941,795,13738,15530,1792,5408,4411,-997
230440,Fortaleza,09/2021,642946,598312,-44634,25046,25956,910,19150,20445,1295,5896,5511,-385
230440,Fortaleza,09/2022,689376,641434,-47942,27743,27930,187,21878,22099,221,5865,5831,-34
230440,Fortaleza,09/2023,721676,671976,-49700,27319,27614,295,22950,23564,614,4369,4050,-319
230440,Fortaleza,09/2024,753867,704176,-49691,31046,31309,263,25251,25472,221,5795,5837,42
230440,Fortaleza,09/2025,775133,725033,-50100,33431,33566,135,29924,30229,305,3507,3337,-170
230440,Fortaleza,10/2020,595487,565100,-30387,23218,24041,823,15334,17138,1804,7884,6903,-981
230440,Fortaleza,10/2021,646800,601419,-45381,23890,24557,667,20036,21450,1414,3854,3107,-747
230440,Fortaleza,10/2022,691986,643974,-48012,24230,24579,349,21620,22039,419,2610,2540,-70
230440,Fortaleza,10/2023,724766,675113,-49653,26605,27262,657,23515,24125,610,3090,3137,47
230440,Fortaleza,10/2024,754070,704256,-49814,29013,29108,95,28810,29028,218,203,80,-123
230440,Fortaleza,10/2025,776772,726727,-50045,32633,32972,339,30994,31278,284,1639,1694,55
230440,Fortaleza,11/2020,603926,571652,-32274,21721,22469,748,13282,15917,2635,8439,6552,-1887
230440,Fortaleza,11/2021,654360,608307,-46053,24736,25848,1112,17176,18960,1784,7560,6888,-672
230440,Fortaleza,11/2022,697768,649356,-48412,25989,26229,240,20207,20847,640,5782,5382,-400
230440,Fortaleza,11/2023,727234,676873,-50361,25629,25756,127,23161,23996,835,2468,1760,-708
230440,Fortaleza,11/2024,755962,706163,-49799,27355,27630,275,25463,25723,260,1892,1907,15
230440,Fortaleza,11/2025,779571,729112,-50459,27875,27971,96,25076,25586,510,2799,2385,-414
230440,Fortaleza,12/2020,606252,572090,-34162,17481,18112,631,15155,17674,2519,2326,438,-1888
230440,Fortaleza,12/2021,655607,609214,-46393,19037,19357,320,17790,18450,660,1247,907,-340
230440,Fortaleza,12/2022,695969,647353,-48616,18358,18718,360,20157,20721,564,-1799,-2003,-204
230440,Fortaleza,12/2023,725669,675097,-50572,20668,20756,88,22233,22532,299,-1565,-1776,-211
230440,Fortaleza,12/2024,753312,703331,-49981,21369,21443,74,24019,24275,256,-2650,-2832,-182
230440,Fortaleza,12/2025,772748,722076,-50672,20615,20735,120,27438,27771,333,-6823,-7036,-213
230445,Fortim,01/2020,725,846,121,9,9,0,47,52,5,-38,-43,-5
230445,Fortim,01/2021,784,869,85,21,21,0,11,13,2,10,8,-2
230445,Fortim,01/2022,1110,1176,66,54,55,1,85,86,1,-31,-31,0
230445,Fortim,01/2023,1425,1489,64,77,77,0,52,55,3,25,22,-3
230445,Fortim,01/2024,1680,1736,56,52,52,0,77,78,1,-25,-26,-1
230445,Fortim,01/2025,1407,1458,51,40,40,0,135,135,0,-95,-95,0
230445,Fortim,01/2026,1408,1448,40,39,41,2,49,51,2,-10,-10,0
230445,Fortim,02/2020,717,832,115,14,17,3,22,31,9,-8,-14,-6
230445,Fortim,02/2021,814,893,79,44,46,2,14,22,8,30,24,-6
230445,Fortim,02/2022,1148,1214,66,64,64,0,26,26,0,38,38,0
230445,Fortim,02/2023,1448,1508,60,89,89,0,66,70,4,23,19,-4
230445,Fortim,02/2024,1684,1740,56,58,58,0,54,54,0,4,4,0
230445,Fortim,02/2025,1384,1435,51,40,40,0,63,63,0,-23,-23,0
230445,Fortim,02/2026,1407,1447,40,49,49,0,50,50,0,-1,-1,0
230445,Fortim,03/2020,713,820,107,20,20,0,24,32,8,-4,-12,-8
230445,Fortim,03/2021,827,904,77,36,37,1,23,26,3,13,11,-2
230445,Fortim,03/2022,1186,1252,66,75,75,0,37,37,0,38,38,0
230445,Fortim,03/2023,1443,1502,59,57,57,0,62,63,1,-5,-6,-1
230445,Fortim,03/2024,1709,1763,54,82,82,0,57,59,2,25,23,-2
230445,Fortim,03/2025,1365,1416,51,48,48,0,67,67,0,-19,-19,0
230445,Fortim,03/2026,1436,1476,40,76,76,0,47,47,0,29,29,0
230445,Fortim,04/2020,704,803,99,4,4,0,13,21,8,-9,-17,-8
230445,Fortim,04/2021,848,926,78,40,42,2,19,20,1,21,22,1
230445,Fortim,04/2022,1196,1265,69,49,50,1,39,37,-2,10,13,3
230445,Fortim,04/2023,1489,1547,58,83,83,0,37,38,1,46,45,-1
230445,Fortim,04/2024,1765,1819,54,124,124,0,68,68,0,56,56,0
230445,Fortim,04/2025,1360,1404,44,38,39,1,43,51,8,-5,-12,-7
230445,Fortim,05/2020,696,790,94,3,3,0,11,16,5,-8,-13,-5
230445,Fortim,05/2021,869,944,75,38,38,0,17,20,3,21,18,-3
230445,Fortim,05/2022,1208,1277,69,53,53,0,41,41,0,12,12,0
230445,Fortim,05/2023,1486,1543,57,43,43,0,46,47,1,-3,-4,-1
230445,Fortim,05/2024,1757,1811,54,79,79,0,87,87,0,-8,-8,0
230445,Fortim,05/2025,1347,1388,41,32,32,0,45,48,3,-13,-16,-3
230445,Fortim,06/2020,692,785,93,8,8,0,12,13,1,-4,-5,-1
230445,Fortim,06/2021,892,967,75,41,42,1,18,19,1,23,23,0
230445,Fortim,06/2022,1218,1286,68,61,61,0,51,52,1,10,9,-1
230445,Fortim,06/2023,1485,1542,57,67,67,0,68,68,0,-1,-1,0
230445,Fortim,06/2024,1699,1755,56,50,54,4,108,110,2,-58,-56,2
230445,Fortim,06/2025,1331,1371,40,30,30,0,46,47,1,-16,-17,-1
230445,Fortim,07/2020,701,794,93,15,15,0,6,6,0,9,9,0
230445,Fortim,07/2021,936,1009,73,71,76,5,27,34,7,44,42,-2
230445,Fortim,07/2022,1258,1326,68,75,75,0,35,35,0,40,40,0
230445,Fortim,07/2023,1520,1577,57,100,100,0,65,65,0,35,35,0
230445,Fortim,07/2024,1661,1717,56,73,74,1,111,112,1,-38,-38,0
230445,Fortim,07/2025,1355,1395,40,75,75,0,51,51,0,24,24,0
230445,Fortim,08/2020,707,799,92,15,16,1,9,11,2,6,5,-1
230445,Fortim,08/2021,950,1017,67,39,42,3,25,34,9,14,8,-6
230445,Fortim,08/2022,1248,1316,68,54,54,0,64,64,0,-10,-10,0
230445,Fortim,08/2023,1558,1615,57,97,97,0,59,59,0,38,38,0
230445,Fortim,08/2024,1634,1688,54,50,49,-1,77,78,1,-27,-29,-2
230445,Fortim,08/2025,1352,1393,41,50,51,1,53,53,0,-3,-2,1
230445,Fortim,09/2020,708,794,86,11,11,0,10,16,6,1,-5,-6
230445,Fortim,09/2021,978,1044,66,58,60,2,30,33,3,28,27,-1
230445,Fortim,09/2022,1290,1360,70,85,88,3,43,44,1,42,44,2
230445,Fortim,09/2023,1593,1650,57,72,72,0,37,37,0,35,35,0
230445,Fortim,09/2024,1609,1662,53,48,48,0,73,74,1,-25,-26,-1
230445,Fortim,09/2025,1365,1406,41,51,51,0,38,38,0,13,13,0
230445,Fortim,10/2020,715,796,81,27,27,0,20,25,5,7,2,-5
230445,Fortim,10/2021,1075,1139,64,120,122,2,23,27,4,97,95,-2
230445,Fortim,10/2022,1333,1403,70,97,97,0,54,54,0,43,43,0
230445,Fortim,10/2023,1599,1656,57,67,67,0,61,61,0,6,6,0
230445,Fortim,10/2024,1567,1618,51,65,65,0,107,109,2,-42,-44,-2
230445,Fortim,10/2025,1395,1436,41,66,66,0,36,36,0,30,30,0
230445,Fortim,11/2020,762,841,79,60,60,0,13,15,2,47,45,-2
230445,Fortim,11/2021,1122,1188,66,63,65,2,16,16,0,47,49,2
230445,Fortim,11/2022,1383,1451,68,104,104,0,54,56,2,50,48,-2
230445,Fortim,11/2023,1662,1719,57,117,117,0,54,54,0,63,63,0
230445,Fortim,11/2024,1561,1612,51,47,47,0,53,53,0,-6,-6,0
230445,Fortim,11/2025,1407,1448,41,50,50,0,38,38,0,12,12,0
230445,Fortim,12/2020,774,861,87,21,30,9,9,10,1,12,20,8
230445,Fortim,12/2021,1141,1207,66,68,69,1,49,50,1,19,19,0
230445,Fortim,12/2022,1400,1467,67,56,56,0,39,40,1,17,16,-1
230445,Fortim,12/2023,1705,1762,57,75,75,0,32,32,0,43,43,0
230445,Fortim,12/2024,1502,1553,51,33,34,1,92,93,1,-59,-59,0
230445,Fortim,12/2025,1418,1458,40,37,37,0,26,27,1,11,10,-1
230450,Frecheirinha,01/2020,2217,2113,-104,33,40,7,44,44,0,-11,-4,7
230450,Frecheirinha,01/2021,2555,2440,-115,155,156,1,36,36,0,119,120,1
230450,Frecheirinha,01/2022,2797,2667,-130,36,36,0,54,54,0,-18,-18,0
230450,Frecheirinha,01/2023,2893,2763,-130,76,76,0,49,50,1,27,26,-1
230450,Frecheirinha,01/2024,3132,3000,-132,102,102,0,81,81,0,21,21,0
230450,Frecheirinha,01/2025,3295,3170,-125,133,134,1,119,119,0,14,15,1
230450,Frecheirinha,01/2026,3333,3209,-124,59,61,2,73,73,0,-14,-12,2
230450,Frecheirinha,02/2020,2243,2140,-103,46,49,3,20,22,2,26,27,1
230450,Frecheirinha,02/2021,2661,2543,-118,149,149,0,43,46,3,106,103,-3
230450,Frecheirinha,02/2022,2780,2650,-130,62,62,0,79,79,0,-17,-17,0
230450,Frecheirinha,02/2023,2887,2758,-129,60,61,1,66,66,0,-6,-5,1
230450,Frecheirinha,02/2024,3152,3020,-132,81,81,0,61,61,0,20,20,0
230450,Frecheirinha,02/2025,3294,3169,-125,114,114,0,115,115,0,-1,-1,0
230450,Frecheirinha,02/2026,3290,3166,-124,66,66,0,109,109,0,-43,-43,0
230450,Frecheirinha,03/2020,2245,2142,-103,31,32,1,29,30,1,2,2,0
230450,Frecheirinha,03/2021,2703,2582,-121,96,96,0,54,57,3,42,39,-3
230450,Frecheirinha,03/2022,2797,2665,-132,90,90,0,73,75,2,17,15,-2
230450,Frecheirinha,03/2023,2879,2750,-129,70,70,0,78,78,0,-8,-8,0
230450,Frecheirinha,03/2024,3145,3016,-129,66,66,0,73,70,-3,-7,-4,3
230450,Frecheirinha,03/2025,3311,3187,-124,99,100,1,82,82,0,17,18,1
230450,Frecheirinha,03/2026,3285,3161,-124,66,66,0,71,71,0,-5,-5,0
230450,Frecheirinha,04/2020,2002,1896,-106,6,6,0,249,252,3,-243,-246,-3
230450,Frecheirinha,04/2021,2758,2636,-122,101,101,0,46,47,1,55,54,-1
230450,Frecheirinha,04/2022,2854,2723,-131,97,98,1,40,40,0,57,58,1
230450,Frecheirinha,04/2023,2894,2765,-129,71,71,0,56,56,0,15,15,0
230450,Frecheirinha,04/2024,3190,3065,-125,145,145,0,100,96,-4,45,49,4
230450,Frecheirinha,04/2025,3318,3192,-126,75,75,0,68,70,2,7,5,-2
230450,Frecheirinha,05/2020,1886,1780,-106,1,1,0,117,117,0,-116,-116,0
230450,Frecheirinha,05/2021,2787,2664,-123,75,75,0,46,47,1,29,28,-1
230450,Frecheirinha,05/2022,2878,2745,-133,80,80,0,56,58,2,24,22,-2
230450,Frecheirinha,05/2023,2924,2794,-130,110,110,0,80,81,1,30,29,-1
230450,Frecheirinha,05/2024,3190,3067,-123,71,71,0,71,69,-2,0,2,2
230450,Frecheirinha,05/2025,3343,3218,-125,93,95,2,68,69,1,25,26,1
230450,Frecheirinha,06/2020,1884,1778,-106,6,6,0,8,8,0,-2,-2,0
230450,Frecheirinha,06/2021,2781,2656,-125,62,62,0,68,70,2,-6,-8,-2
230450,Frecheirinha,06/2022,2934,2802,-132,116,117,1,60,60,0,56,57,1
230450,Frecheirinha,06/2023,2971,2840,-131,109,109,0,62,63,1,47,46,-1
230450,Frecheirinha,06/2024,3223,3100,-123,86,86,0,53,53,0,33,33,0
230450,Frecheirinha,06/2025,3334,3208,-126,105,105,0,114,115,1,-9,-10,-1
230450,Frecheirinha,07/2020,1953,1845,-108,77,77,0,8,10,2,69,67,-2
230450,Frecheirinha,07/2021,2805,2680,-125,95,95,0,71,71,0,24,24,0
230450,Frecheirinha,07/2022,2955,2827,-128,92,96,4,71,71,0,21,25,4
230450,Frecheirinha,07/2023,3048,2917,-131,149,149,0,72,72,0,77,77,0
230450,Frecheirinha,07/2024,3247,3122,-125,115,115,0,91,93,2,24,22,-2
230450,Frecheirinha,07/2025,3376,3250,-126,133,133,0,91,91,0,42,42,0
230450,Frecheirinha,08/2020,2036,1928,-108,105,105,0,22,22,0,83,83,0
230450,Frecheirinha,08/2021,2822,2697,-125,88,88,0,71,71,0,17,17,0
230450,Frecheirinha,08/2022,2938,2809,-129,65,65,0,82,83,1,-17,-18,-1
230450,Frecheirinha,08/2023,3080,2949,-131,100,100,0,68,68,0,32,32,0
230450,Frecheirinha,08/2024,3253,3128,-125,86,86,0,80,80,0,6,6,0
230450,Frecheirinha,08/2025,3387,3263,-124,100,102,2,89,89,0,11,13,2
230450,Frecheirinha,09/2020,2146,2036,-110,133,133,0,23,25,2,110,108,-2
230450,Frecheirinha,09/2021,2834,2706,-128,86,86,0,74,77,3,12,9,-3
230450,Frecheirinha,09/2022,2933,2804,-129,61,61,0,66,66,0,-5,-5,0
230450,Frecheirinha,09/2023,3081,2949,-132,79,79,0,78,79,1,1,0,-1
230450,Frecheirinha,09/2024,3306,3181,-125,126,127,1,73,74,1,53,53,0
230450,Frecheirinha,09/2025,3447,3323,-124,126,126,0,66,66,0,60,60,0
230450,Frecheirinha,10/2020,2396,2284,-112,293,293,0,43,45,2,250,248,-2
230450,Frecheirinha,10/2021,2823,2692,-131,65,65,0,76,79,3,-11,-14,-3
230450,Frecheirinha,10/2022,2953,2823,-130,76,77,1,56,58,2,20,19,-1
230450,Frecheirinha,10/2023,3111,2979,-132,89,89,0,59,59,0,30,30,0
230450,Frecheirinha,10/2024,3328,3202,-126,117,117,0,95,96,1,22,21,-1
230450,Frecheirinha,10/2025,3448,3324,-124,92,92,0,91,91,0,1,1,0
230450,Frecheirinha,11/2020,2442,2328,-114,94,94,0,48,50,2,46,44,-2
230450,Frecheirinha,11/2021,2836,2706,-130,90,91,1,77,77,0,13,14,1
230450,Frecheirinha,11/2022,2922,2794,-128,90,92,2,121,121,0,-31,-29,2
230450,Frecheirinha,11/2023,3140,3008,-132,86,86,0,57,57,0,29,29,0
230450,Frecheirinha,11/2024,3321,3195,-126,79,79,0,86,86,0,-7,-7,0
230450,Frecheirinha,11/2025,3424,3299,-125,40,40,0,64,65,1,-24,-25,-1
